,pgid,year,quarter,lat,lon,iso3,wp_land_area,wp_pop_count,wp_pop_density,latbin,lonbin,count_cyclones,wp_pop_density_log,wp_pop_density_log_minmax,count_cyclones_multiply_pop_density,boxcoxb,boxcoxb_log,boxcoxb_log_minmax
6941,144193,2023,4,10.25,-83.75,CRI,3041.48992,290236.6739792594,95.42582142743363,10.5,-83.5,3.0,4.568774022880238,0.5025963147637914,1.5077889442913741,0.4384442286514523,0.4947385434011957,0.49473854340119583
6942,144194,2023,4,10.25,-83.25,CRI,1198.440064,78779.63351788935,65.73514678318477,10.5,-83.5,3.0,4.200731752416987,0.46210876093159475,1.3863262827947842,0.34409077199863275,0.48144855239259154,0.48144855239259166
6943,144913,2023,4,10.75,-83.75,CRI,2469.60256,28174.634427116856,11.408570303359605,10.5,-83.5,3.0,2.5183873873711518,0.277037606038567,0.8311128181157009,-0.17969274453722975,0.40767194184582073,0.40767194184582084
6951,145632,2023,4,11.25,-84.25,NIC,3031.433984,71229.70766698872,23.497034091107135,11.5,-84.5,5.0,3.1985520527167988,0.35186108614664763,1.759305430733238,0.618414479331072,0.520087938094272,0.5200879380942721
6952,145630,2023,4,11.25,-85.25,NIC,799.540672,19994.11874325316,25.007006451890867,11.5,-85.5,4.0,3.2583659806374397,0.35844109018681913,1.4337643607472765,0.3815897748957576,0.486730408818564,0.4867304088185641
6953,145633,2023,4,11.25,-83.75,NIC,993.161792,8762.259393049424,8.822590099246815,11.5,-83.5,1.0,2.28468484514924,0.25132848233649574,0.25132848233649574,-1.1193717972343489,0.2753150934129105,0.27531509341291055
6983,148503,2023,4,13.25,-88.75,SLV,1526.881792,236133.43375700875,154.6507627468052,13.5,-88.5,3.0,5.047614797272688,0.5552725782969523,1.665817734890857,0.5537127846090829,0.5109744941188096,0.5109744941188097
6985,149222,2023,4,13.75,-89.25,SLV,2957.993472,2712111.09067505,916.875279255197,13.5,-89.5,5.0,6.822061520012716,0.7504757192809316,3.752378596404658,1.641122232397179,0.6641396488089126,0.6641396488089127
6986,149223,2023,4,13.75,-88.75,SLV,3001.373696,597535.1933879557,199.08723601606312,13.5,-88.5,3.0,5.298753451529474,0.5828998119045721,1.7486994357137162,0.6111943548646187,0.5190709600985082,0.5190709600985083
6989,149221,2023,4,13.75,-89.75,SLV,2659.31648,1076974.3200180284,404.98162897032415,13.5,-89.5,5.0,6.006307909736407,0.6607363853498073,3.3036819267490363,1.4516372201607877,0.637450069028566,0.6374500690285662
6999,145631,2023,4,11.25,-84.75,NIC,2233.081088,77177.92527128101,34.56118350829946,11.5,-84.5,5.0,3.5712546921025408,0.3928613173335127,1.9643065866675635,0.7524666580472344,0.538969623122272,0.5389696231222721
7000,145629,2023,4,11.25,-85.75,NIC,1669.268608,129896.42666312458,77.81637181732982,11.5,-85.5,4.0,4.367120739463158,0.4804128624187341,1.9216514496749364,0.7253920724621514,0.5351560797529875,0.5351560797529876
7001,146350,2023,4,11.75,-85.25,NIC,1541.930112,25904.26564660874,16.7998960815474,11.5,-85.5,4.0,2.879192619165683,0.31672902851249146,1.2669161140499658,0.24564300876055306,0.4675818649953771,0.4675818649953772
7002,146349,2023,4,11.75,-85.75,NIC,993.76992,135170.24063491923,136.01764142239205,11.5,-85.5,4.0,4.920109687044555,0.5412460100776445,2.164984040310578,0.8747097518166456,0.5561879601572076,0.5561879601572077
7003,146352,2023,4,11.75,-84.25,NIC,3026.070016,55432.07374344129,18.318172894331763,11.5,-84.5,5.0,2.9610462536255207,0.3257335741788962,1.628667870894481,0.5273115075977876,0.5072557884503268,0.5072557884503269
7004,146353,2023,4,11.75,-83.75,NIC,1700.021632,18406.50323511194,10.827217071030741,11.5,-83.5,1.0,2.470403406954506,0.2717589895694405,0.2717589895694405,-1.068200900619718,0.2825226805012457,0.28252268050124574
7005,146351,2023,4,11.75,-84.75,NIC,3026.070016,49486.30243026838,16.353323673482503,11.5,-84.5,5.0,2.853784054241365,0.3139338858815177,1.5696694294075886,0.4845227820048497,0.5012288573915931,0.5012288573915932
7006,147071,2023,4,12.25,-84.75,NIC,3020.435968,49055.17173540875,16.241089781449972,12.5,-84.5,5.0,2.8472954756188176,0.3132200910341374,1.566100455170687,0.4818993131958893,0.5008593332838465,0.5008593332838466
7007,147069,2023,4,12.25,-85.75,NIC,2739.9872,164954.0390855259,60.20248528369983,12.5,-85.5,4.0,4.11418779790453,0.4525882430498746,1.8103529721994984,0.6527549398416773,0.5249249035601644,0.5249249035601645
7008,147073,2023,4,12.25,-83.75,NIC,1974.772352,34801.27571392112,17.62293039938262,12.5,-83.5,4.0,2.9243936385951597,0.3217014973137452,1.2868059892549808,0.26246956942876165,0.4699519407500902,0.46995194075009034
7009,146348,2023,4,11.75,-86.25,NIC,2491.242496,619522.0077040142,248.67992927173245,11.5,-86.5,4.0,5.520179814686821,0.6072584590428926,2.42903383617157,1.0242617142273118,0.5772528400912855,0.5772528400912856
7010,147067,2023,4,12.25,-86.75,NIC,2090.746112,251973.02247566107,120.51823080260311,12.5,-86.5,4.0,4.800064299282615,0.5280400701914438,2.1121602807657753,0.8433108553805927,0.5517653235509974,0.5517653235509975
7011,147068,2023,4,12.25,-86.25,NIC,2153.950464,1597085.4161599502,741.4680341320748,12.5,-86.5,4.0,6.609979818076131,0.727145058612054,2.908580234448216,1.2695894467644533,0.6118080485091049,0.611808048509105
7012,147070,2023,4,12.25,-85.25,NIC,3020.435968,117879.6745299866,39.027370809665385,12.5,-85.5,4.0,3.689563490349432,0.4058762186702921,1.6235048746811684,0.5236098078954122,0.506734392017103,0.5067343920171031
7013,147072,2023,4,12.25,-84.25,NIC,3020.435968,54185.688562345065,17.939691202334757,12.5,-84.5,5.0,2.9412597836300236,0.32355690635190043,1.617784531759502,0.5194990888214988,0.506155383876127,0.5061553838761271
7014,147793,2023,4,12.75,-83.75,NIC,2528.714752,19722.517298017898,7.799423514423306,12.5,-83.5,4.0,2.174686209613681,0.2392277644702886,0.9569110578811544,-0.04374009354061763,0.4268213145708621,0.4268213145708622
7015,147791,2023,4,12.75,-84.75,NIC,3014.586112,66191.40664294377,21.957046235786468,12.5,-84.5,5.0,3.1336249149083275,0.344718588672425,1.7235929433621249,0.5939826381935912,0.5166466338690805,0.5166466338690806
7016,147792,2023,4,12.75,-84.25,NIC,3014.586112,72565.75987683087,24.071549851560807,12.5,-84.5,5.0,3.221733731223099,0.35441125370012766,1.7720562685006382,0.6270553984382715,0.5213050396326216,0.5213050396326218
7017,147790,2023,4,12.75,-85.25,NIC,3014.586112,97287.41777876104,32.27223047021091,12.5,-85.5,4.0,3.5047231292683545,0.38554232044655523,1.542169281786221,0.4642015092674691,0.4983665400844813,0.4983665400844814
