latbin,lonbin,count_cyclones
38.5,-46.5,1
38.5,-45.5,22
38.5,-44.5,23
38.5,-43.5,14
38.5,-42.5,4
38.5,-41.5,8
38.5,-40.5,3
38.5,-39.5,1
38.5,-34.5,2
38.5,-33.5,4
38.5,-32.5,5
38.5,-31.5,5
38.5,-30.5,7
38.5,-29.5,7
38.5,132.5,2
38.5,135.5,4
38.5,143.5,1
38.5,144.5,7
38.5,151.5,4
38.5,154.5,1
38.5,155.5,1
39.5,-118.5,1
39.5,-65.5,2
39.5,-61.5,1
39.5,-55.5,1
39.5,-54.5,1
39.5,-50.5,7
39.5,-49.5,2
39.5,-48.5,3
39.5,-47.5,5
39.5,-46.5,6
39.5,-45.5,5
39.5,-44.5,15
39.5,-39.5,2
39.5,-38.5,3
39.5,-37.5,5
39.5,-36.5,6
39.5,-35.5,4
39.5,-34.5,2
39.5,-29.5,4
39.5,-28.5,5
39.5,133.5,2
39.5,135.5,3
39.5,136.5,2
39.5,144.5,2
39.5,145.5,5
39.5,151.5,1
39.5,152.5,2
40.5,-65.5,1
40.5,-54.5,2
40.5,-53.5,1
40.5,-50.5,1
40.5,-49.5,5
40.5,-48.5,2
40.5,-47.5,2
40.5,-44.5,1
40.5,-43.5,9
40.5,-42.5,1
40.5,-36.5,2
40.5,-35.5,4
40.5,-34.5,3
40.5,-33.5,3
40.5,-30.5,3
40.5,-29.5,8
40.5,-28.5,2
40.5,136.5,4
40.5,145.5,2
40.5,146.5,2
40.5,147.5,1
40.5,152.5,2
40.5,153.5,1
41.5,-53.5,2
41.5,-49.5,4
41.5,-46.5,2
41.5,-45.5,2
41.5,-43.5,3
41.5,-42.5,9
41.5,-41.5,1
41.5,-33.5,1
41.5,-32.5,4
41.5,-31.5,4
41.5,-30.5,1
41.5,136.5,5
41.5,147.5,2
41.5,153.5,2
41.5,154.5,1
42.5,-53.5,4
42.5,-49.5,3
42.5,-48.5,2
42.5,-44.5,2
42.5,-43.5,1
42.5,-42.5,2
42.5,-41.5,7
42.5,-40.5,6
42.5,-39.5,5
42.5,-38.5,2
42.5,137.5,3
42.5,148.5,2
42.5,154.5,1
42.5,155.5,1
43.5,-48.5,4
43.5,-42.5,1
43.5,-41.5,1
43.5,-40.5,2
43.5,-39.5,1
43.5,-38.5,2
43.5,-37.5,4
43.5,-36.5,3
43.5,137.5,1
43.5,138.5,2
43.5,148.5,1
43.5,149.5,1
44.5,-47.5,5
44.5,-38.5,1
44.5,-37.5,2
44.5,-36.5,2
44.5,-35.5,4
44.5,-34.5,1
44.5,138.5,2
44.5,139.5,5
45.5,-46.5,3
45.5,-45.5,2
45.5,-35.5,1
45.5,-34.5,2
45.5,-33.5,4
45.5,-32.5,1
46.5,-45.5,2
46.5,-44.5,4
46.5,-43.5,2
46.5,-32.5,4
47.5,-43.5,1
47.5,-42.5,1
