,pgid,year,quarter,lat,lon,iso3,wp_land_area,wp_pop_count,wp_pop_density,latbin,lonbin,count_cyclones,count_cyclones_multiply_pop_density,count_cyclones_multiply_pop_density_log,boxcoxb,boxcoxb_log,count_cyclones_multiply_pop_density_log_minmax,boxcoxb_log_minmax
7506,160027,2023,4,21.25,-86.75,MEX,941.56544,803497.2016676884,853.3630988704178,21.5,-86.5,10.0,8533.630988704179,9.051887399226999,8.59884232840708,0.7773877722724034,0.7844592985768776,0.7773877722724034
7555,161472,2023,4,22.25,-84.25,CUB,2073.647488,71217.81766551318,34.34422585210066,22.5,-84.5,3.0,103.03267755630196,4.644705057060739,3.8031983927448896,0.3661124042248298,0.3788507128734388,0.3661124042248298
7557,161474,2023,4,22.25,-83.25,CUB,1074.159232,36605.7209082415,34.078486520182416,22.5,-83.5,7.0,238.5494056412769,5.4787596821792235,4.699329509097193,0.44296478518579996,0.45561171131386996,0.44296478518579996
7567,161473,2023,4,22.25,-83.75,CUB,1932.654336,287634.6073001776,148.8287905096846,22.5,-83.5,7.0,1041.8015335677924,6.949666152683306,6.2940555795683855,0.5797288069453796,0.5909844385766011,0.5797288069453796
7569,162194,2023,4,22.75,-83.25,CUB,2520.30464,184042.39901092087,73.02387024567034,22.5,-83.5,7.0,511.1670917196924,6.238650922813623,5.5210977792822264,0.5134397938195465,0.5255471910541187,0.5134397938195465
7571,162193,2023,4,22.75,-83.75,CUB,1520.13632,88106.93499221091,57.95989072362333,22.5,-83.5,7.0,405.7192350653633,6.008123107259164,5.271303129376658,0.49201735546622005,0.5043309004691489,0.49201735546622005
7574,167246,2023,4,26.25,-77.25,BHS,805.875648,7875.122140563677,9.772130675629596,26.5,-77.5,5.0,48.86065337814798,3.909232182264425,3.018864467210314,0.2988477723580587,0.31116254174531954,0.2988477723580587
7575,168678,2023,4,27.25,-81.25,USA,2653.104128,60443.91819067991,22.78233920515008,27.5,-81.5,10.0,227.8233920515008,5.432950492267024,4.649944753011798,0.4387295387814699,0.45139572947106416,0.4387295387814699
7576,168679,2023,4,27.25,-80.75,USA,2363.8976,46237.44441099261,19.559833899316374,27.5,-80.5,5.0,97.79916949658187,4.59308919881345,3.747962713685481,0.36137538151436893,0.3741003227969389,0.36137538151436893
7577,168680,2023,4,27.25,-80.25,USA,1626.529024,529223.656105835,325.36994317159815,27.5,-80.5,5.0,1626.8497158579908,7.395015230174918,6.780015310555066,0.6214048091463749,0.631971490039717,0.6214048091463749
7578,169399,2023,4,27.75,-80.75,USA,2700.59264,89959.5128874916,33.31102645954467,27.5,-80.5,5.0,166.55513229772336,5.1213124451538965,4.314479599887712,0.40995998120605054,0.4227145772683154,0.40995998120605054
7579,169398,2023,4,27.75,-81.25,USA,2613.760512,33808.48661252746,12.93480655833225,27.5,-81.5,10.0,129.3480655833225,4.87020830009542,4.04483143592902,0.38683490157893885,0.399604574270033,0.38683490157893885
7580,170119,2023,4,28.25,-80.75,USA,2134.62208,469889.4167542791,220.1276849690785,28.5,-80.5,10.0,2201.276849690785,7.697247035851461,7.1105514478541565,0.6497516533542604,0.6597869525592015,0.6497516533542604
7594,167237,2023,4,26.25,-81.75,USA,1913.5168,514696.5731146581,268.97938555577775,26.5,-81.5,2.0,537.9587711115555,6.289639076539139,5.576403152629081,0.5181827935258196,0.530239811262356,0.5181827935258196
7595,167956,2023,4,26.75,-82.25,USA,966.712704,203830.0616508098,210.84864283609312,26.5,-82.5,9.0,1897.6377855248381,7.548891953032467,6.948229479665872,0.6358308894058782,0.6461333093349569,0.6358308894058782
7596,168677,2023,4,27.25,-81.75,USA,2747.652096,46376.67023877132,16.878654436013186,27.5,-81.5,10.0,168.78654436013187,5.134542026686222,4.328702689808913,0.4111797561978125,0.4239321424694269,0.4111797561978125
7598,167238,2023,4,26.25,-81.25,USA,2770.390528,34392.06241710344,12.41415680190466,26.5,-81.5,2.0,24.82831360380932,3.2514713166995404,2.322912904512359,0.23916282932811653,0.2506264818096406,0.23916282932811653
7600,167957,2023,4,26.75,-81.75,USA,2726.253824,624106.4650242787,228.92456290389737,26.5,-81.5,2.0,457.84912580779474,6.1287214540824175,5.401928782339765,0.5032198371807926,0.5154299930628783,0.5032198371807926
7602,167958,2023,4,26.75,-81.25,USA,2586.08512,34829.148241635965,13.467904815768772,26.5,-81.5,2.0,26.935809631537545,3.3299093651844296,2.4056004854555684,0.24625413254862683,0.2578454129636567,0.24625413254862683
7606,169397,2023,4,27.75,-81.75,USA,2707.875328,275633.77529474744,101.78968449715401,27.5,-81.5,10.0,1017.8968449715401,6.926475796470921,6.268787557859472,0.5775618164290721,0.5888501480356201,0.5775618164290721
7608,170117,2023,4,28.25,-81.75,USA,2700.574464,525554.4246875014,194.60838117719143,28.5,-81.5,3.0,583.8251435315743,6.371312902606338,5.6650337145353795,0.5257837679637275,0.5377565424770264,0.5257837679637275
7609,170115,2023,4,28.25,-82.75,USA,1325.145216,910852.9168537684,687.3608309911964,28.5,-82.5,3.0,2062.082492973589,7.631956499171259,7.039096900977071,0.6436236973467242,0.6537780334388597,0.6436236973467242
7610,170116,2023,4,28.25,-82.25,USA,2722.505984,778143.0790939778,285.81868457482807,28.5,-82.5,3.0,857.4560537244843,6.755135489422736,6.082213486845208,0.5615611873677884,0.5730810932926644,0.5615611873677884
7611,170835,2023,4,28.75,-82.75,USA,1001.580416,109264.54946857468,109.09213850740336,28.5,-82.5,3.0,327.2764155222101,5.793855983737021,5.0395083188432235,0.47213858688110144,0.48461113891014734,0.47213858688110144
7612,170837,2023,4,28.75,-81.75,USA,2537.943552,641568.5360352311,252.79070353225532,28.5,-81.5,3.0,758.372110596766,6.632491921546222,5.948794121307066,0.5501191163127788,0.5617937717684169,0.5501191163127788
7613,170836,2023,4,28.75,-82.25,USA,2702.130944,276734.33245037065,102.41336862850812,28.5,-82.5,3.0,307.2401058855244,5.730879043834338,4.971451235817299,0.46630199804230427,0.4788151482878709,0.46630199804230427
7614,171555,2023,4,29.25,-82.75,USA,2332.182528,34332.55494784203,14.721212656234268,29.5,-82.5,2.0,29.442425312468536,3.415837204999236,2.496282651709308,0.25403105297927353,0.2657536561162883,0.25403105297927353
7617,172271,2023,4,29.75,-84.75,USA,1110.281728,10338.089158924748,9.311230562667378,29.5,-84.5,1.0,9.311230562667378,2.3332336471302813,1.362127339335729,0.1567656701073597,0.16611781990786395,0.1567656701073597
7618,172991,2023,4,30.25,-84.75,USA,2667.544832,14728.32536254796,5.521303779365295,30.5,-84.5,4.0,22.08521511746118,3.139192374410713,2.204705250705381,0.22902531766592263,0.24029305345331253,0.22902531766592263
7619,171556,2023,4,29.25,-82.25,USA,2670.404864,347426.9308358247,130.1027179509454,29.5,-82.5,2.0,260.2054359018908,5.565307208448706,4.792682185013522,0.4509707290508572,0.46357698640367745,0.4509707290508572
7620,172274,2023,4,29.75,-83.25,USA,2500.696576,14487.832751684182,5.7935188501990345,29.5,-83.5,6.0,34.761113101194205,3.576861076811768,2.6664862773412072,0.268627749421693,0.28057325281994316,0.268627749421693
7621,172276,2023,4,29.75,-82.25,USA,2637.764608,289981.2057595027,109.93445164895576,29.5,-82.5,2.0,219.86890329791152,5.397569327759353,4.611814580582022,0.4354594876871515,0.448139475705661,0.4354594876871515
7622,172275,2023,4,29.75,-82.75,USA,2683.271936,80273.58874584349,29.916307649946475,29.5,-82.5,2.0,59.83261529989295,4.108126080995346,3.230374196244014,0.3169868883602074,0.3294674510288412,0.3169868883602074
7624,172993,2023,4,30.25,-83.75,USA,2607.058432,29942.308035654714,11.485092803495213,30.5,-83.5,5.0,57.42546401747607,4.067751822498237,3.187401568081498,0.3133015473089082,0.3257516651555959,0.3133015473089082
7629,172992,2023,4,30.25,-84.25,USA,2372.3264,274473.89550962247,115.69820051305861,30.5,-84.5,4.0,462.79280205223444,6.139437905193099,5.413541809226449,0.5042157726528675,0.5164162659786087,0.5042157726528675
7632,173711,2023,4,30.75,-84.75,USA,2628.831744,64281.590476655445,24.452531290133205,30.5,-84.5,4.0,97.81012516053282,4.593200080884875,3.748081342560435,0.3613855551500396,0.37411052766632685,0.3613855551500396
7633,173712,2023,4,30.75,-84.25,USA,2655.39456,122763.8815775521,46.23187959590913,30.5,-84.5,4.0,184.9275183836365,5.225356911656357,4.4263811570478016,0.41955668077831715,0.43229015768044526,0.41955668077831715
7634,174431,2023,4,31.25,-84.75,USA,2642.213888,23061.119759666813,8.727953427389906,31.5,-84.5,4.0,34.911813709559624,3.581066314051374,2.670935866811002,0.2690093470906195,0.280960275683278,0.2690093470906195
7635,174432,2023,4,31.25,-84.25,USA,2642.213888,32823.56812971804,12.422752101482422,31.5,-84.5,4.0,49.691008405929686,3.925748545873475,3.036410645026373,0.30035253602190465,0.312682601131185,0.30035253602190465
7637,162873,2023,4,23.25,-103.75,MEX,2839.704064,17721.225020068596,6.240518244392876,23.5,-103.5,1.0,6.240518244392876,1.9796927845530958,0.9963619977925171,0.12539756240787528,0.13358020332542386,0.12539756240787528
7639,162874,2023,4,23.25,-103.25,MEX,2839.704064,40376.10805960288,14.21842105713269,23.5,-103.5,1.0,14.21842105713269,2.722506605733554,1.7677074185004409,0.1915482975436475,0.20194398772511335,0.1915482975436475
7640,163593,2023,4,23.75,-103.75,MEX,2828.239616,66264.4030977701,23.42955763822032,23.5,-103.5,1.0,23.42955763822032,3.1957937777876713,2.26427240404745,0.2341338084636079,0.24550228088937848,0.2341338084636079
7642,163594,2023,4,23.75,-103.25,MEX,2829.024,107160.22947018732,37.878868991633624,23.5,-103.5,1.0,37.878868991633624,3.660450889447767,2.754976352911462,0.27621667572376396,0.2882663190582322,0.27621667572376396
7645,164314,2023,4,24.25,-103.25,MEX,2817.947904,55571.81539246391,19.720668119371986,24.5,-103.5,2.0,39.44133623874397,3.6998524361074665,2.796718903725097,0.27979652509945613,0.2918925828191533,0.27979652509945613
7665,164313,2023,4,24.25,-103.75,MEX,2817.947904,22424.213749210903,7.957639570760107,24.5,-103.5,2.0,15.915279141520214,2.828217304698942,1.8783074593722624,0.20103337882280092,0.21167291740674699,0.20103337882280092
7667,165034,2023,4,24.75,-103.25,MEX,2806.781952,7945.910853025442,2.8309683434309907,24.5,-103.5,2.0,5.661936686861981,1.8964102361030892,0.9106025779535851,0.11804281767891056,0.12591541569742176,0.11804281767891056
7669,165033,2023,4,24.75,-103.75,MEX,2806.781952,20244.80675546746,7.212817775546058,24.5,-103.5,2.0,14.425635551092116,2.7360307716066394,1.7818466479406274,0.19276088064404792,0.20318866456548762,0.19276088064404792
7772,168643,2023,4,27.25,-98.75,USA,2747.652096,6697.311921700583,2.4374672220877063,27.5,-98.5,4.0,9.749868888350825,2.3748935580668133,1.4053974789951025,0.160476525803201,0.16995192892437272,0.160476525803201
7773,168645,2023,4,27.25,-97.75,USA,2641.588224,10645.94475980188,4.0301303068656775,27.5,-97.5,3.0,12.090390920597033,2.5718784435398305,1.6104426048895482,0.17806123616743172,0.1880811449627524,0.17806123616743172
7774,168642,2023,4,27.25,-99.25,USA,2747.652096,128463.3420374251,46.753860222857384,27.5,-99.5,3.0,140.26158066857215,4.950613353699937,4.131108857568248,0.39423407024427665,0.4070045358654288,0.39423407024427665
7775,168639,2023,4,27.25,-100.75,MEX,2702.707968,7152.863904828725,2.646554488875035,27.5,-100.5,4.0,10.58621795550014,2.4498162844688465,1.4833003735236154,0.16715749337481894,0.1768473325481849,0.16715749337481894
7776,168641,2023,4,27.25,-99.75,MEX,2747.652096,295261.033786695,107.45939568423987,27.5,-99.5,3.0,322.37818705271957,5.778822496051657,5.023259137966442,0.47074505393010957,0.48322755384267474,0.47074505393010957
7777,168640,2023,4,27.25,-100.25,MEX,2746.889984,17711.23945918186,6.447742560621554,27.5,-100.5,4.0,25.790970242486218,3.28806489949221,2.361478147721081,0.24247019217809035,0.25399431871993755,0.24247019217809035
7780,169361,2023,4,27.75,-99.75,USA,2735.190016,149219.62563229457,54.55548783061022,27.5,-99.5,3.0,163.66646349183065,5.103921994663772,4.2957856465223445,0.40835678408513165,0.42111407257384026,0.40835678408513165
7781,169359,2023,4,27.75,-100.75,MEX,2731.382528,1758.6959390148627,0.6438848901558407,27.5,-100.5,4.0,2.575539560623363,1.2741160908062739,0.27565177068506186,0.0635893114439012,0.06864348352651331,0.0635893114439012
7785,169366,2023,4,27.75,-97.25,USA,1671.311872,343993.13513503404,205.82222917102214,27.5,-97.5,3.0,617.4666875130664,6.427243330257647,5.725757210317122,0.53099142691669,0.5429040176428225,0.53099142691669
7787,168644,2023,4,27.25,-98.25,USA,2747.652096,10532.596315026876,3.8333078377572285,27.5,-98.5,4.0,15.333231351028914,2.793201765608468,1.841651750679243,0.1978897780288265,0.20845031344224896,0.1978897780288265
7788,169362,2023,4,27.75,-99.25,USA,2735.190016,157596.5208964812,57.618125239779026,27.5,-99.5,3.0,172.85437571933707,5.158218027647259,4.354160748813043,0.4133630443499706,0.4261111286150738,0.4133630443499706
7789,169364,2023,4,27.75,-98.25,USA,2735.190016,37307.23093558872,13.639721817260655,27.5,-98.5,4.0,54.55888726904262,4.01744349013056,3.1338819916844614,0.3087116979006238,0.32112161131245903,0.3087116979006238
7790,169365,2023,4,27.75,-97.75,USA,2732.154112,97211.23352637532,35.58043563480189,27.5,-97.5,3.0,106.74130690440566,4.679733047347796,3.840698405214004,0.3693284126768614,0.3820744627656167,0.3693284126768614
7791,169363,2023,4,27.75,-98.75,USA,2735.190016,2958.7353068632247,1.0817293458792827,27.5,-98.5,4.0,4.326917383517131,1.6727727188071118,0.6811595439069926,0.09836573790830112,0.10533326364240526,0.09836573790830112
7818,167893,2023,4,26.75,-113.75,MEX,825.7664,2019.1533903594247,2.445187150215151,26.5,-113.5,2.0,4.890374300430302,1.7733195441045306,0.7841585065400581,0.10719894922126384,0.11458694375808003,0.10719894922126384
7820,168612,2023,4,27.25,-114.25,MEX,2019.38816,1909.2586070102432,0.9454639008135233,27.5,-114.5,5.0,4.727319504067617,1.7452476209366947,0.75537528095793,0.10473049412874633,0.11200338533683148,0.10473049412874633
7822,169332,2023,4,27.75,-114.25,MEX,1765.357952,15776.678814638868,8.936815786716362,27.5,-114.5,5.0,44.684078933581816,3.821749855003649,2.925982591699493,0.29088220442846485,0.303111233612503,0.29088220442846485
7854,169331,2023,4,27.75,-114.75,MEX,1189.481856,3081.938218533603,2.5909922063860407,27.5,-114.5,5.0,12.954961031930203,2.635835074575229,1.677168659867515,0.1837836757787947,0.19396730002659612,0.1837836757787947
7886,172930,2023,4,30.25,-115.25,MEX,2669.765888,1858.1146418236208,0.6959841123805762,30.5,-115.5,1.0,0.6959841123805762,0.5282631696257022,-0.4658263714331026,0.0,0.0,0.0
7907,170077,2023,4,28.25,-101.75,MEX,2722.505984,789.316311590621,0.289922709529156,28.5,-101.5,3.0,0.869768128587468,0.625814427770658,-0.3706271970302373,0.008164299938785438,0.008977987470860559,0.008164299938785438
7940,171513,2023,4,29.25,-103.75,USA,2696.568064,1786.3252047357273,0.6624439518452027,29.5,-103.5,2.0,1.3248879036904053,0.8436718244105209,-0.15575767851559422,0.026591552148266334,0.029028174569017698,0.026591552148266334
12892,104377,2023,4,-17.75,168.25,VUT,835.798016,107819.72689554028,129.0021330889834,-17.5,168.5,10.0,1290.0213308898342,7.163188913475313,6.526882242049337,0.5996960673566594,0.610635693799631,0.5996960673566594
13356,144611,2023,4,10.25,125.25,PHL,884.05856,196741.2838781905,222.54327120387873,10.5,125.5,9.0,2002.8894408349086,7.602845291438819,7.007246048450713,0.6408921619635415,0.6510988259816366,0.6408921619635415
13357,144610,2023,4,10.25,124.75,PHL,1244.941184,439168.4680245223,352.76242256961297,10.5,124.5,7.0,2469.3369579872906,7.812109840555398,7.236323371628982,0.6605378782980853,0.6703581829165536,0.6605378782980853
13358,145330,2023,4,10.75,124.75,PHL,1674.489856,440772.64340982615,263.2280164794418,10.5,124.5,7.0,1842.5961153560927,7.519473353747199,6.916057965263577,0.6330718539970861,0.6434258115454262,0.6330718539970861
13359,146050,2023,4,11.25,124.75,PHL,2322.725376,984919.7984230416,424.03626730904654,11.5,124.5,30.0,12721.088019271396,9.451094975881016,9.03939417956786,0.8151695857600161,0.8211997844468458,0.8151695857600161
13360,146049,2023,4,11.25,124.25,PHL,894.243712,358297.2364320531,400.67068028995334,11.5,124.5,30.0,12020.1204086986,9.39442041578338,8.976799028852998,0.8098014133115139,0.8159838241389118,0.8098014133115139
13361,146051,2023,4,11.25,125.25,PHL,2113.88416,390203.50839693553,184.59077170857628,11.5,125.5,14.0,2584.270803920068,7.857585541192582,7.286140844143567,0.6648102345485722,0.6745434725613325,0.6648102345485722
13362,146770,2023,4,11.75,124.75,PHL,1165.252608,390930.2105569869,335.4896679681895,11.5,124.5,30.0,10064.690039045685,9.216887893999656,8.780829014772099,0.792994986323043,0.7996448779627782,0.792994986323043
13363,146771,2023,4,11.75,125.25,PHL,2740.8768,264846.29866977566,96.62831203130898,11.5,125.5,14.0,1352.7963684383258,7.210668049575951,6.578695934478812,0.6041396198200459,0.6150053666992404,0.6041396198200459
13367,147491,2023,4,12.25,125.25,PHL,2392.40192,316345.4478273651,132.22922335197134,12.5,125.5,3.0,396.68767005591405,5.985666948604836,5.246992579498164,0.4899324779225881,0.5022641807273837,0.4899324779225881
13370,149649,2023,4,13.75,124.25,PHL,1402.33088,289856.4206469572,206.69616905744613,13.5,124.5,4.0,826.7846762297845,6.718753067703071,6.0426231232215635,0.558165909989214,0.5697326902831067,0.558165909989214
13371,149645,2023,4,13.75,122.25,PHL,1985.842048,603257.7813240648,303.77933730007555,13.5,122.5,5.0,1518.8966865003777,7.326397642122651,6.705054068023991,0.6149761182291844,0.6256563706088788,0.6149761182291844
13372,149647,2023,4,13.75,123.25,PHL,2222.294272,1297790.7619115703,583.9869086030611,13.5,123.5,2.0,1167.9738172061222,7.063881563621686,6.418558028411193,0.5904061614691116,0.6014960869949152,0.5904061614691116
13373,149648,2023,4,13.75,123.75,PHL,1088.965632,289839.5501041775,266.16042011523973,13.5,123.5,2.0,532.3208402304795,6.2791231947175525,5.5649952492569765,0.5172044494867379,0.5292719974480128,0.5172044494867379
13374,149646,2023,4,13.75,122.75,PHL,1659.627136,381761.8824426234,230.02870594339532,13.5,122.5,5.0,1150.1435297169767,7.048511100962232,6.401797969367119,0.5889688155059152,0.6000814889281957,0.5889688155059152
13375,150366,2023,4,14.25,122.75,PHL,1663.208576,573225.5942192021,344.6504560467118,14.5,122.5,2.0,689.3009120934236,6.537127607008606,5.845126237717095,0.5412285382068605,0.5530170564562097,0.5412285382068605
13379,148928,2023,4,13.25,123.75,PHL,1931.307648,1262922.9053436962,653.9211433515206,13.5,123.5,2.0,1307.8422867030413,7.176898274849036,6.541841627055873,0.6009789871598952,0.6118974148372408,0.6009789871598952
13380,148927,2023,4,13.25,123.25,PHL,1604.087552,841266.2309095041,524.451567410146,13.5,123.5,2.0,1048.903134820292,6.956453186343938,6.30145138279962,0.5803630724865125,0.5916090733002141,0.5803630724865125
13382,148923,2023,4,13.25,121.25,PHL,1991.223424,525323.7059107417,263.81956920507866,13.5,121.5,7.0,1846.7369844355508,7.521716917632908,6.918511279849245,0.6332822507389404,0.6436322946686478,0.6332822507389404
13383,149643,2023,4,13.75,121.25,PHL,1982.230144,1921426.786557252,969.3257830697443,13.5,121.5,7.0,6785.28048148821,8.822658276863757,8.34625926516111,0.7557261990420452,0.7633625313217034,0.7557261990420452
13384,150362,2023,4,14.25,120.75,PHL,1807.916288,4967045.275686393,2747.386761574656,14.5,120.5,5.0,13736.93380787328,9.527916176584412,9.124267148260971,0.8224483082641982,0.8282699113783375,0.8224483082641982
13385,150363,2023,4,14.25,121.25,PHL,2227.080192,6427500.530085667,2886.0660487997675,14.5,121.5,1.0,2886.0660487997675,7.9679960574060065,7.407145768277409,0.6751876406647006,0.6847049430545414,0.6751876406647006
13386,150364,2023,4,14.25,121.75,PHL,1531.869952,372972.39340016176,243.47523294207272,14.5,121.5,1.0,243.47523294207272,5.499114007023625,4.721278438527126,0.44484712969482765,0.45748499185279773,0.44484712969482765
13387,151084,2023,4,14.75,121.75,PHL,1233.912192,196181.7437203088,158.9916567744788,14.5,121.5,1.0,158.9916567744788,5.075121668714713,4.264832798875333,0.4057022617771932,0.4184634766671926,0.4057022617771932
13388,151083,2023,4,14.75,121.25,PHL,2983.06432,12309169.690010648,4126.3507486190065,14.5,121.5,1.0,4126.3507486190065,8.325391014902813,7.79933902564588,0.7088222116282603,0.7175972656300958,0.7088222116282603
13389,151082,2023,4,14.75,120.75,PHL,1858.312576,7048916.657370979,3793.1813777764473,14.5,120.5,5.0,18965.906888882237,9.850450996860776,9.480935610647586,0.8530362658162975,0.8579539321733803,0.8530362658162975
13390,151081,2023,4,14.75,120.25,PHL,1725.430528,815876.4278902906,472.8538267118748,14.5,120.5,5.0,2364.269133559374,7.76864709299666,7.188723040967752,0.6564556645694342,0.6663581524663906,0.6564556645694342
13391,151802,2023,4,15.25,120.75,PHL,2979.441152,3629699.109181841,1218.2482969147904,15.5,120.5,8.0,9745.986375318324,9.184713426502881,8.74533089553428,0.7899506606286428,0.7966837478701408,0.7899506606286428
13392,150365,2023,4,14.25,122.25,PHL,890.993152,146991.04893326567,164.974386843846,14.5,122.5,2.0,329.948773687692,5.801963601127313,5.0482723397707865,0.4728901910412344,0.4853573116272681,0.4728901910412344
13393,151801,2023,4,15.25,120.25,PHL,2852.429568,254614.75677158128,89.2624167229153,15.5,120.5,8.0,714.0993337833224,6.572421461412639,5.883485444661648,0.5445182313462564,0.5562652747638294,0.5445182313462564
13394,151803,2023,4,15.25,121.25,PHL,2707.354368,426779.32763756666,157.63703956968175,15.5,121.5,5.0,788.1851978484087,6.671001018078507,5.990675056945483,0.5537108335982883,0.5653379001861897,0.5537108335982883
13395,152522,2023,4,15.75,120.75,PHL,2974.746112,2135461.3567190347,717.8633995367451,15.5,120.5,8.0,5742.907196293961,8.65589495396348,8.162688204788198,0.7399831087645707,0.7480147126254749,0.7399831087645707
13396,152521,2023,4,15.75,120.25,PHL,2974.746112,1276668.191701039,429.16879075865114,15.5,120.5,8.0,3433.350326069209,8.141583053164128,7.59753910786326,0.6915158109505883,0.7006807685093495,0.6915158109505883
13397,152523,2023,4,15.75,121.25,PHL,2965.39392,530657.2930328179,178.95001721485215,15.5,121.5,5.0,894.7500860742607,6.797661452276893,6.128501055524935,0.5655308183704608,0.576994908131665,0.5655308183704608
13401,153240,2023,4,16.25,119.75,PHL,941.839424,351637.9060212388,373.35229027452436,16.5,119.5,3.0,1120.056870823573,7.022027154009742,6.372923489719253,0.5864925344467546,0.5976440775770774,0.5864925344467546
13407,154683,2023,4,17.25,121.25,PHL,2951.72992,253196.92944614345,85.77916554308038,17.5,121.5,3.0,257.3374966292412,5.5542668565395354,4.780770140918216,0.4499491498041029,0.46256090375134357,0.4499491498041029
13408,154684,2023,4,17.25,121.75,PHL,2951.72992,767629.5768176895,260.06091262499024,17.5,121.5,3.0,780.1827378749707,6.6608091018241415,5.979589696448597,0.5527601508996847,0.5643999020693454,0.5527601508996847
14142,94050,2023,4,-24.75,44.75,MDG,2807.130112,113151.4808922024,40.30859859630276,-24.5,44.5,4.0,161.23439438521103,5.0890421684327,4.279792740862258,0.40698522934717674,0.419744629513735,0.40698522934717674
14143,94052,2023,4,-24.75,45.75,MDG,2807.130112,126589.84548570307,45.09582400350921,-24.5,45.5,2.0,90.19164800701842,4.512963314016273,3.662272166823792,0.35402654334549166,0.3667260540947174,0.35402654334549166
14144,94051,2023,4,-24.75,45.25,MDG,2807.130112,156515.6592218076,55.756467629601495,-24.5,45.5,2.0,111.51293525920299,4.723068195116576,3.8871090337915533,0.37330859732059796,0.3860627497555997,0.37330859732059796
14145,94049,2023,4,-24.75,44.25,MDG,2766.886656,55472.84004004693,20.048829943848244,-24.5,44.5,4.0,80.19531977539297,4.396857607272409,3.5382228823390736,0.3433880522863247,0.35604043506463917,0.3433880522863247
14146,94771,2023,4,-24.25,45.25,MDG,2818.301952,99731.79991863534,35.38719470703306,-24.5,45.5,2.0,70.77438941406612,4.273527719026549,3.406614096112398,0.33210125686951764,0.3446899490482656,0.33210125686951764
14147,94769,2023,4,-24.25,44.25,MDG,2818.301952,63124.396174695365,22.398024501916595,-24.5,44.5,4.0,89.59209800766638,4.506366990786754,3.6552207213692793,0.35342180999508466,0.3661189711269061,0.35342180999508466
14148,94772,2023,4,-24.25,45.75,MDG,2818.301952,105009.6639116525,37.25990532601828,-24.5,45.5,2.0,74.51981065203655,4.32439501457823,3.4608759031610594,0.3367547601246093,0.34937144625110994,0.3367547601246093
14149,94770,2023,4,-24.25,44.75,MDG,2818.301952,119965.87028804714,42.56672007870331,-24.5,44.5,4.0,170.26688031481325,5.143223043465906,4.338036511556398,0.4119802265884394,0.4247310871613193,0.4119802265884394
14150,94768,2023,4,-24.25,43.75,MDG,1768.435328,28549.73482660686,16.14406496781253,-24.5,43.5,8.0,129.15251974250023,4.86870699154898,4.0432210763611165,0.3866967968253616,0.3994664035321445,0.3866967968253616
14177,95494,2023,4,-23.75,46.75,MDG,2829.341952,100774.02894461642,35.617479489667716,-23.5,46.5,8.0,284.9398359173417,5.65578142476488,4.890339063929203,0.45934580221251353,0.4719036486730204,0.45934580221251353
14178,95495,2023,4,-23.75,47.25,MDG,2829.341952,154038.8124095871,54.44333524291767,-23.5,47.5,4.0,217.77334097167068,5.388036221130295,4.601542671123073,0.4345785667097067,0.4472621101698226,0.4345785667097067
14179,95493,2023,4,-23.75,46.25,MDG,2829.341952,53748.58202904006,18.996849069815106,-23.5,46.5,8.0,151.97479255852085,5.030273153299447,4.216647834111443,0.4015699097128,0.414335909097673,0.4015699097128
14180,95492,2023,4,-23.75,45.75,MDG,2829.341952,66103.47784160607,23.363552007165115,-23.5,45.5,6.0,140.1813120429907,4.950044965329658,4.130498737994884,0.3941817462695499,0.4069522250724777,0.3941817462695499
14181,95491,2023,4,-23.75,45.25,MDG,2829.341952,49827.01122024436,17.610812713897214,-23.5,45.5,6.0,105.66487628338328,4.669691922141514,3.8299473746551547,0.36840640217956394,0.3811503424824996,0.36840640217956394
14182,95490,2023,4,-23.75,44.75,MDG,2829.341952,96232.82208080174,34.012439540147085,-23.5,44.5,4.0,136.04975816058834,4.920344058140075,4.098621509453321,0.3914479488741105,0.40421874548757025,0.3914479488741105
14183,95488,2023,4,-23.75,43.75,MDG,1830.548864,64593.623762757794,35.28647884417129,-23.5,43.5,27.0,952.7349287926248,6.860385780421519,6.196797016346169,0.5713878934160119,0.5827676499999842,0.5713878934160119
14184,95489,2023,4,-23.75,44.25,MDG,2829.341952,87963.49384043037,31.089735822936102,-23.5,44.5,4.0,124.35894329174441,4.831181168622835,4.0029766414690355,0.38324542616603813,0.3960127692636449,0.38324542616603813
14185,96208,2023,4,-23.25,43.75,MDG,2069.927424,331999.50356433203,160.39185708393805,-23.5,43.5,27.0,4330.580141266328,8.373687683125175,7.852396119528372,0.7133723984450477,0.7220421789036936,0.7133723984450477
14186,96210,2023,4,-23.25,44.75,MDG,2839.992064,37616.853300490606,13.245407892974523,-23.5,44.5,4.0,52.98163157189809,3.9886438326221123,3.103257351564188,0.3060853227347931,0.318471076924766,0.3060853227347931
14187,96211,2023,4,-23.25,45.25,MDG,2839.992064,33699.06320987577,11.865900485092261,-23.5,45.5,6.0,71.19540291055357,4.279376372272677,3.412851596579685,0.33263618613757767,0.3452282213018855,0.33263618613757767
14188,96212,2023,4,-23.25,45.75,MDG,2839.992064,42910.22382309607,15.109275961376795,-23.5,45.5,6.0,90.65565576826077,4.518038682891909,3.6676980284500322,0.35449186630675505,0.3671931582514649,0.35449186630675505
