,index,pgid,year,quarter,lat,lon,iso3,wp_land_area,wp_pop_count,wp_pop_density,latbin,lonbin,ID,Severity,num_days,YEAR,num_days_multiply_pop_density,num_days_multiply_pop_density_log,boxcoxb,boxcoxb_log,num_days_multiply_pop_density_log_minmax,boxcoxb_log_minmax
1298,1298,80168,2023,4,-34.25,-56.25,URY,2555.087872,76164.15001505236,29.808818260107323,-34.5,-56.5,5150.0,1.5,2.0,2022.0,59.617636520214646,4.104585882420473,3.4150462933278978,0.2563584891966476,0.2767355012738581,0.2563584891966476
1300,1300,80167,2023,4,-34.25,-56.75,URY,2555.087872,48684.322260274086,19.053873956266848,-34.5,-56.5,5150.0,1.5,2.0,2022.0,38.107747912533696,3.666320603691733,2.9069889232821082,0.21016986645658994,0.2287056881158196,0.21016986645658994
2893,2893,112545,2023,4,-11.75,-67.75,BOL,3026.22592,3885.78385509131,1.284036274162674,-11.5,-67.5,5140.0,1.0,3.0,2021.0,3.852108822488022,1.5794134192078721,0.5951999310936716,0.0,0.0,0.0
2894,2894,112546,2023,4,-11.75,-67.25,BOL,3026.22592,11998.605128024326,3.9648742179910768,-11.5,-67.5,5140.0,1.0,3.0,2021.0,11.89462265397323,2.5568103759329195,1.6521211543491026,0.09608705340207074,0.10711364895003489,0.09608705340207074
2897,2897,113265,2023,4,-11.25,-67.75,BOL,3031.596032,5381.1012098362335,1.775006020932882,-11.5,-67.5,5140.0,1.0,3.0,2021.0,5.325018062798646,1.8445128903879484,0.8762588242549804,0.02555168756393765,0.029052445372827806,0.02555168756393765
3128,3128,113266,2023,4,-11.25,-67.25,BOL,3031.596032,8652.410979167236,2.8540778150639947,-11.5,-67.5,5140.0,1.0,3.0,2021.0,8.562233445191984,2.2578213237515357,1.3231315290872845,0.06617787663874272,0.07434721955315102,0.06617787663874272
3537,3537,111162,2023,4,-12.75,-39.25,BRA,3000.529408,336650.2739142542,112.19695864892327,-12.5,-39.5,5145.0,1.5,10.0,2021.0,1121.9695864892328,7.023731871993466,6.930219354282485,0.5759306712984685,0.5966468500964677,0.5759306712984685
3539,3539,111161,2023,4,-12.75,-39.75,BRA,3014.778112,51686.54896799141,17.14439572261012,-12.5,-39.5,5145.0,1.5,10.0,2021.0,171.4439572261012,5.150072298038849,4.65011684222613,0.3686414930536236,0.39131112393571577,0.3686414930536236
3540,3540,111881,2023,4,-12.25,-39.75,BRA,3020.64,58173.47533245849,19.25865887111953,-12.5,-39.5,5145.0,1.5,10.0,2021.0,192.5865887111953,5.265724899257004,4.788539963485965,0.3812258461273631,0.4039855772801869,0.3812258461273631
3541,3541,111882,2023,4,-12.25,-39.25,BRA,3019.8016,145589.99579784318,48.21177517021091,-12.5,-39.5,5145.0,1.5,10.0,2021.0,482.1177517021091,6.18026041628396,5.894325513668224,0.4817552639058559,0.5042101949743067,0.4817552639058559
6191,6191,141316,2023,4,8.25,-82.25,PAN,1635.025024,193551.57950954695,118.3783591495337,8.5,-82.5,10208.0,3.0,12.0,4042.0,1420.5403097944043,7.25949628791334,7.222275363508766,0.6024821310832241,0.6224844452598169,0.6024821310832241
6192,6192,141315,2023,4,8.25,-82.75,PAN,1475.41952,121001.66086739456,82.01169852178353,8.5,-82.5,10208.0,3.0,12.0,4042.0,984.1403822614024,6.8927841510794075,6.768464673514847,0.5612251943840375,0.5822961933727213,0.5612251943840375
6193,6193,142036,2023,4,8.75,-82.25,PAN,2934.603264,102386.07717562154,34.8892398613585,8.5,-82.5,10208.0,3.0,12.0,4042.0,418.67087833630194,6.0394707810756065,5.722859096494196,0.46616687148724634,0.48878095564861757,0.46616687148724634
6281,6281,134136,2023,4,3.25,-72.25,COL,3085.92,3684.361397413468,1.1939264133268095,3.5,-72.5,10218.0,2.0,8.0,4042.0,9.551411306614476,2.35625962411406,1.4309523066964145,0.07598010275363784,0.08513514504823283,0.07598010275363784
6282,6282,134135,2023,4,3.25,-72.75,COL,3085.92,4617.242556609721,1.4962288577181913,3.5,-72.5,10218.0,2.0,8.0,4042.0,11.96983086174553,2.5626259575143724,1.6585635991793812,0.09667275035547299,0.1077509827985495,0.09667275035547299
6494,6494,134855,2023,4,3.75,-72.75,COL,3084.233984,6166.195422237529,1.9992631733603026,3.5,-72.5,10218.0,2.0,8.0,4042.0,15.99410538688242,2.832866541979234,1.9596386022044983,0.12404414687696333,0.1373668465448537,0.12404414687696333
6495,6495,134856,2023,4,3.75,-72.25,COL,3084.233984,2647.8690817900715,0.8585175753611278,3.5,-72.5,10218.0,2.0,8.0,4042.0,6.868140602889023,2.062821770586896,1.1110744327327289,0.04689929551710703,0.05297707558106718,0.04689929551710703
6854,6854,138447,2023,4,6.25,-76.75,COL,3071.650304,27154.94738185904,8.84050744529643,6.5,-76.5,5139.0,1.5,4.0,2021.0,35.36202978118572,3.593525092316209,2.8232197590695614,0.2025542258790021,0.22072797466278948,0.2025542258790021
6856,6856,138448,2023,4,6.25,-76.25,COL,3072.504064,63489.58050828846,20.663790571405556,6.5,-76.5,5139.0,1.5,4.0,2021.0,82.65516228562223,4.426703138447046,3.79228625921529,0.29065421147949655,0.3120365674838329,0.29065421147949655
6857,6857,139168,2023,4,6.75,-76.25,COL,3069.413888,63272.38655537572,20.613833410587514,6.5,-76.5,5139.0,1.5,4.0,2021.0,82.45533364235006,4.424311562293698,3.789474111043101,0.29039855284983696,0.3117744729000875,0.29039855284983696
6860,6860,139167,2023,4,6.75,-76.75,COL,3066.856192,12499.805428037243,4.075771619368203,6.5,-76.5,5139.0,1.5,4.0,2021.0,16.303086477472814,2.8508848946931966,1.979827780881797,0.125879589904339,0.13934149102679294,0.125879589904339
6916,6916,142769,2023,4,9.25,-75.75,COL,2614.925824,333309.5152839494,127.46423329671832,9.5,-75.5,10240.0,2.0,42.0,4042.0,5353.497798462169,8.58569219668428,8.883609604052243,0.7535177129008583,0.7678232270451015,0.7535177129008583
6917,6917,142770,2023,4,9.25,-75.25,COL,3050.628096,578698.9178230622,189.69828494723933,9.5,-75.5,10240.0,2.0,42.0,4042.0,7967.327967784052,8.983229959032828,9.387293359632363,0.7993087206460837,0.8113896818284916,0.7993087206460837
6918,6918,143490,2023,4,9.75,-75.25,COL,3046.170112,166186.7721109911,54.555972253919585,9.5,-75.5,10240.0,2.0,42.0,4042.0,2291.3508346646227,7.737333135346134,7.817345747404862,0.6565812999685823,0.6748509356393302,0.6565812999685823
6927,6927,142035,2023,4,8.75,-82.75,PAN,3054.840064,200109.33840119556,65.50566779563998,8.5,-82.5,10208.0,3.0,12.0,4042.0,786.0680135476798,6.668314665963706,6.491967173444171,0.5360881931863528,0.5576964179557388,0.5360881931863528
6935,6935,143471,2023,4,9.75,-84.75,CRI,1239.93216,175167.89110074317,141.27215726120303,9.5,-84.5,10206.0,3.0,12.0,4042.0,1695.2658871344365,7.436184577138784,7.441830239122209,0.6224423519526422,0.6418478443940753,0.6224423519526422
6936,6936,143472,2023,4,9.75,-84.25,CRI,3029.80224,1836209.748915145,606.0493733462765,9.5,-84.5,10206.0,3.0,12.0,4042.0,7272.592480155318,8.892005599803108,9.271492611218745,0.7887810176801552,0.8013923374301982,0.7887810176801552
7068,7068,151388,2023,4,15.25,-86.25,HND,2981.927936,69343.35564544616,23.254537713095882,15.5,-86.5,5153.0,1.0,3.0,2022.0,69.76361313928764,4.259344929877281,3.5959011820357003,0.2728004083926371,0.2936956587278715,0.2728004083926371
7069,7069,151387,2023,4,15.25,-86.75,HND,2981.927936,141919.02836375206,47.59304430211155,15.5,-86.5,5153.0,1.0,3.0,2022.0,142.77913290633467,4.968278322840188,4.433216177244391,0.3489225723616429,0.37138818893302505,0.3489225723616429
7073,7073,152107,2023,4,15.75,-86.75,HND,1644.456832,319595.96139054094,194.3474314262455,15.5,-86.5,5153.0,1.0,3.0,2022.0,583.0422942787364,6.3699734019160665,6.126047423405998,0.5028216168425708,0.525000980135281,0.5028216168425708
7075,7075,152108,2023,4,15.75,-86.25,HND,2008.622848,218807.0078772776,108.933843949423,15.5,-86.5,5153.0,1.0,3.0,2022.0,326.80153184826895,5.792408339417386,5.423020637020976,0.4389078918835837,0.4617052015627966,0.4389078918835837
7165,7165,155733,2023,4,18.25,-73.75,HTI,2071.323392,604809.4750927142,291.99181423270204,18.5,-73.5,10228.0,3.0,2.0,4042.0,583.9836284654041,6.371583861311031,6.128017744744467,0.5030007431270118,0.5251774715608922,0.5030007431270118
7171,7171,155734,2023,4,18.25,-73.25,HTI,1564.237824,365885.9827971859,233.90687604111142,18.5,-73.5,10228.0,3.0,2.0,4042.0,467.81375208222283,6.150205572478931,5.85768593589043,0.478424278597679,0.5009164626105731,0.478424278597679
7277,7277,157120,2023,4,19.25,-100.25,MEX,2905.776896,482619.74074255466,166.0897439878862,19.5,-100.5,10258.0,3.0,16.0,4042.0,2657.4359038061793,7.885493222744465,8.00268215673313,0.6734306441473484,0.691087908223291,0.6734306441473484
7279,7279,157119,2023,4,19.25,-100.75,MEX,2917.932032,34486.75971736982,11.818904395018418,19.5,-100.5,10258.0,3.0,16.0,4042.0,189.10247032029469,5.24756324425632,4.766780400528595,0.3792476359808674,0.40199522819560085,0.3792476359808674
7282,7282,157840,2023,4,19.75,-100.25,MEX,2907.293696,518177.92491160665,178.23377308750804,19.5,-100.5,10258.0,3.0,16.0,4042.0,2851.7403694001287,7.956035344408689,8.091058512920153,0.6814651347693337,0.6988186710460547,0.6814651347693337
7284,7284,157839,2023,4,19.75,-100.75,MEX,2894.378752,248121.39385907655,85.72526787920413,19.5,-100.5,10258.0,3.0,16.0,4042.0,1371.604286067266,7.224465153059828,7.178813925556447,0.5985309553308891,0.6186453575123032,0.5985309553308891
8014,8014,174378,2023,4,31.25,-111.25,MEX,2642.213888,8131.249110153627,3.077437881574569,31.5,-111.5,10196.0,3.0,12.0,4042.0,36.92925457889483,3.6357227029607606,2.871756222800269,0.2069667834848333,0.22535244174549418,0.2069667834848333
8016,8016,174377,2023,4,31.25,-111.75,MEX,2642.213888,1533.245334047184,0.5802881216432332,31.5,-111.5,10196.0,3.0,12.0,4042.0,6.963457459718798,2.074863259787827,1.1241081130850856,0.0480842163158256,0.05429671120938537,0.0480842163158256
8019,8019,175097,2023,4,31.75,-111.75,USA,2628.101888,4477.000602540728,1.7035110484045008,31.5,-111.5,10196.0,3.0,12.0,4042.0,20.44213258085401,3.065357798646627,2.221186567881515,0.14782205273432056,0.16284573378639555,0.14782205273432056
8020,8020,175098,2023,4,31.75,-111.25,USA,2628.101888,23380.39583943561,8.896304951566478,31.5,-111.5,10196.0,3.0,12.0,4042.0,106.75565941879773,4.679866251212872,4.090890066532429,0.3178009461163215,0.33978089858831906,0.3178009461163215
8437,8437,181579,2023,4,36.25,-110.75,USA,2492.310016,3531.3320402219438,1.4168911642418822,36.5,-110.5,10204.0,4.0,12.0,4042.0,17.002693970902587,2.890521411747612,2.0242884687820855,0.12992160968648445,0.14368528598559294,0.12992160968648445
8441,8441,181580,2023,4,36.25,-110.25,USA,2492.310016,6128.802210326312,2.4590850138951224,36.5,-110.5,10204.0,4.0,12.0,4042.0,29.509020166741468,3.418022383061826,2.6220263970974025,0.18426329095348692,0.20149450410662695,0.18426329095348692
8442,8442,182300,2023,4,36.75,-110.25,USA,2476.33792,8398.740443071214,3.3915970737431564,36.5,-110.5,10204.0,4.0,12.0,4042.0,40.69916488491788,3.7304811018636395,2.980971847093913,0.21689581820657025,0.23573708414213063,0.21689581820657025
8456,8456,182299,2023,4,36.75,-110.75,USA,2476.33792,3321.588359655401,1.3413308146795253,36.5,-110.5,10204.0,4.0,12.0,4042.0,16.095969776154305,2.838842750125386,1.9663332698868825,0.12465277396945848,0.138021783576338,0.12465277396945848
8691,8691,203414,2023,4,51.25,6.75,DEU,1934.232064,3026790.3648047373,1564.8537841655473,51.5,6.5,10190.0,4.0,10.0,4042.0,15648.537841655472,9.658196664647619,10.24800776006657,0.8775581764605079,0.885359777868521,0.8775581764605079
8692,8692,203413,2023,4,51.25,6.25,DEU,1934.232064,1010332.3841500216,522.3428992592802,51.5,6.5,10190.0,4.0,10.0,4042.0,5223.428992592802,8.561100787146815,8.852534242154077,0.7506925828036495,0.7651282364476185,0.7506925828036495
8693,8693,204134,2023,4,51.75,6.75,DEU,1913.142016,990444.6226153696,517.7057501910875,51.5,6.5,10190.0,4.0,10.0,4042.0,5177.0575019108755,8.55218526529248,8.841270387631374,0.7496685607978254,0.7641511778722455,0.7496685607978254
8694,8694,204133,2023,4,51.75,6.25,DEU,1913.142016,567110.7119973423,296.4289672457553,51.5,6.5,10190.0,4.0,10.0,4042.0,2964.289672457553,7.9947300039472955,8.139572140160976,0.685875616259202,0.7030592471492861,0.685875616259202
10330,10330,82495,2023,4,-32.75,27.25,ZAF,2599.79392,285140.01507633313,109.6779298092724,-32.5,27.5,5148.0,1.5,3.0,2022.0,329.03378942781717,5.7991950414243085,5.431238748143763,0.43965501859931677,0.4624489612106001,0.43965501859931677
10345,10345,82496,2023,4,-32.75,27.75,ZAF,2590.308864,434838.2615638333,167.87120161892526,-32.5,27.5,5148.0,1.5,3.0,2022.0,503.61360485677574,6.223792997509721,5.947430072636833,0.48658311718501834,0.5089809624615813,0.48658311718501834
10347,10347,83216,2023,4,-32.25,27.75,ZAF,2614.247936,86342.21397722412,33.027553656343066,-32.5,27.5,5148.0,1.5,3.0,2022.0,99.0826609690292,4.605996454224746,4.003575033221329,0.3098629427117483,0.33168545338751887,0.3098629427117483
10348,10348,83215,2023,4,-32.25,27.25,ZAF,2614.247936,23549.033920838232,9.00795735421716,-32.5,27.5,5148.0,1.5,3.0,2022.0,27.023872062651478,3.3330567206068413,2.5250232218535555,0.17544451707068323,0.19218305487569737,0.17544451707068323
13361,13361,146051,2023,4,11.25,125.25,PHL,2113.88416,390203.50839693553,184.59077170857628,11.5,125.5,5142.0,2.0,3.0,2021.0,553.7723151257288,6.318557786557042,6.063171417677203,0.4971054196584864,0.5193663051588314,0.4971054196584864
13363,13363,146771,2023,4,11.75,125.25,PHL,2740.8768,264846.29866977566,96.62831203130898,11.5,125.5,5142.0,2.0,3.0,2021.0,289.88493609392697,5.672927780364959,5.278512718996247,0.42577035643558137,0.44861123951325466,0.42577035643558137
13567,13567,88263,2023,4,-28.75,31.25,ZAF,2710.031872,172756.87730527262,63.747175481658914,-28.5,31.5,5146.0,1.5,4.0,2022.0,254.98870192663566,5.545133310406589,5.124316043250024,0.41175199452662736,0.4346061498731737,0.41175199452662736
13569,13569,88264,2023,4,-28.75,31.75,ZAF,2540.664832,478106.33942670457,188.18158672678655,-28.5,31.5,5146.0,1.5,4.0,2022.0,752.7263469071462,6.6250293669946485,6.438764566692778,0.5312514261657184,0.5529527503122419,0.5312514261657184
13573,13573,88984,2023,4,-28.25,31.75,ZAF,2722.914048,153555.95410452815,56.39397770095464,-28.5,31.5,5146.0,1.5,4.0,2022.0,225.57591080381857,5.423080035810592,4.977407501787719,0.3983962130756409,0.42123024204133097,0.3983962130756409
13574,13574,88983,2023,4,-28.25,31.25,ZAF,2722.914048,127833.96848261887,46.94748575575268,-28.5,31.5,5146.0,1.5,4.0,2022.0,187.78994302301072,5.240634984406021,4.758481779823294,0.3784931899603611,0.40123595511997545,0.3784931899603611
13762,13762,91137,2023,4,-26.75,28.25,ZAF,2699.030528,198351.61177602087,73.48994748977545,-26.5,28.5,5156.0,1.5,6.0,2022.0,440.9396849386527,6.091173413351452,5.785777217664881,0.47188689747959456,0.49444708501937384,0.47188689747959456
13764,13764,91138,2023,4,-26.75,28.75,ZAF,2757.210368,47777.01637520247,17.328027244384156,-26.5,28.5,5156.0,1.5,6.0,2022.0,103.96816346630493,4.6536570990987585,4.059893211463986,0.3149829532491861,0.33690861839600517,0.3149829532491861
13766,13766,91857,2023,4,-26.25,28.25,ZAF,2770.003456,5485508.737233691,1980.325593223264,-26.5,28.5,5156.0,1.5,6.0,2022.0,11881.953559339583,9.3828601781228,9.896081618725734,0.845563790131084,0.8551854504800104,0.845563790131084
