,index,pgid,year,quarter,lat,lon,iso3,wp_land_area,wp_pop_count,wp_pop_density,latbin,lonbin,ID,Severity,num_days,YEAR,num_days_multiply_pop_density,num_days_multiply_pop_density_log,boxcoxb,boxcoxb_log,num_days_multiply_pop_density_log_minmax,boxcoxb_log_minmax
447,447,93863,2023,4,-24.75,-48.75,BRA,2807.130112,31255.658523033435,11.134381833396626,-24.5,-48.5,4591.0,1.0,2.0,2018.0,22.26876366679325,3.1471118459841163,2.213195620433643,0.23089332732852552,0.24227872725026034,0.23089332732852552
451,451,94583,2023,4,-24.25,-48.75,BRA,2818.301952,60985.5149862759,21.63909901243822,-24.5,-48.5,4591.0,1.0,2.0,2018.0,43.27819802487644,3.790492412000548,2.8930658658690867,0.28921511890284957,0.3015075273379838,0.28921511890284957
452,452,94584,2023,4,-24.25,-48.25,BRA,2818.301952,32998.384402874646,11.708605027029641,-24.5,-48.5,4591.0,1.0,2.0,2018.0,23.417210054059282,3.1952882137551923,2.263905054908272,0.235243370720095,0.2467137826535235,0.235243370720095
480,480,96754,2023,4,-22.75,-43.25,BRA,2449.225984,9863129.148760077,4027.039241455343,-22.5,-43.5,4740.0,1.0,3.0,2019.0,12081.11772436603,9.399481764432545,8.983820444993842,0.8117026398364359,0.8178639835273674,0.8117026398364359
483,483,96752,2023,4,-22.75,-44.25,BRA,2770.893056,545983.5240107958,197.0424382956755,-22.5,-44.5,4576.0,1.5,2.0,2018.0,394.084876591351,5.979100619264728,5.240520086911187,0.49058844966568926,0.5029880271003754,0.49058844966568926
484,484,96751,2023,4,-22.75,-44.75,BRA,2850.575872,127218.53698806909,44.62906538909661,-22.5,-44.5,4576.0,1.5,2.0,2018.0,89.25813077819322,4.502673684880107,3.6516329538591017,0.3542878175507513,0.3670700333657561,0.3542878175507513
485,485,97473,2023,4,-22.25,-43.75,BRA,2860.908032,208216.7939858738,72.77996763856609,-22.5,-43.5,4740.0,1.0,3.0,2019.0,218.33990291569827,5.390622594711824,4.60484904932669,0.43605823009402306,0.4488134854475705,0.43605823009402306
488,488,97472,2023,4,-22.25,-44.25,BRA,2860.908032,321638.80934811605,112.42542778394215,-22.5,-44.5,4576.0,1.5,2.0,2018.0,224.8508555678843,5.419874850306342,4.63637710393659,0.4387628235690983,0.4515064110506084,0.4387628235690983
489,489,97471,2023,4,-22.25,-44.75,BRA,2860.908032,109899.79602194608,38.41430580525075,-22.5,-44.5,4576.0,1.5,2.0,2018.0,76.8286116105015,4.354509122067504,3.4933484491941416,0.34070958559767855,0.3534301913586407,0.34070958559767855
491,491,96753,2023,4,-22.75,-43.75,BRA,2659.414528,2072027.350671161,779.1291387091201,-22.5,-43.5,4740.0,1.0,3.0,2019.0,2337.38741612736,7.757216832379615,7.1772322225039344,0.6567268007258394,0.6666791537556245,0.6567268007258394
497,497,97474,2023,4,-22.25,-43.25,BRA,2860.908032,377097.7011783958,131.8104940670794,-22.5,-43.5,4740.0,1.0,3.0,2019.0,395.43148220123817,5.982503219587875,5.244203919850967,0.49090446252012865,0.503301266176846,0.49090446252012865
502,502,98194,2023,4,-21.75,-43.25,BRA,2870.981888,665360.6323999551,231.75368510020886,-21.5,-43.5,10180.0,3.0,6.0,4043.0,1390.5221106012532,7.238153470599857,6.609603397191199,0.6080334945196463,0.6188948380463903,0.6080334945196463
503,503,98914,2023,4,-21.25,-43.25,BRA,2880.888064,96584.21833641968,33.52584904056157,-21.5,-43.5,10180.0,3.0,6.0,4043.0,201.1550942433694,5.309035196082735,4.516954485656918,0.42851830838501903,0.44130265285746034,0.42851830838501903
506,506,98913,2023,4,-21.25,-43.75,BRA,2880.888064,247261.6903293068,85.82828795714944,-21.5,-43.5,10180.0,3.0,6.0,4043.0,514.9697277428967,6.246048096595648,5.529810198946919,0.5154048285731889,0.5275628737834991,0.5154048285731889
511,511,95307,2023,4,-23.75,-46.75,BRA,2819.912448,11738880.227466736,4162.8527282087925,-23.5,-46.5,4731.0,1.0,4.0,2019.0,16651.41091283517,9.720310284495824,9.338474820299593,0.842126207710415,0.8473990507659119,0.842126207710415
512,512,95308,2023,4,-23.75,-46.25,BRA,2478.832128,5432465.373713114,2191.542263935476,-23.5,-46.5,4731.0,1.0,4.0,2019.0,8766.169055741904,9.078769234594398,8.62983117794507,0.7813361274159027,0.7883395942020509,0.7813361274159027
514,514,96028,2023,4,-23.25,-46.25,BRA,2839.202816,1939043.656191236,682.9535548725083,-23.5,-46.5,4731.0,1.0,4.0,2019.0,2731.8142194900333,7.913087206848437,7.348021256483677,0.6713777175880226,0.6810283830246614,0.6713777175880226
517,517,96027,2023,4,-23.25,-46.75,BRA,2839.992064,4752552.778916897,1673.4387532840997,-23.5,-46.5,4731.0,1.0,4.0,2019.0,6693.755013136399,8.809079664944385,8.332587677868371,0.7558374773798322,0.7635123139727986,0.7558374773798322
613,613,98193,2023,4,-21.75,-43.75,BRA,2870.981888,40539.18313972215,14.12032005815362,-21.5,-43.5,10180.0,3.0,6.0,4043.0,84.72192034892171,4.45110857293169,3.596519205331529,0.34955995576229176,0.36232301446525694,0.34955995576229176
619,619,99633,2023,4,-20.75,-43.75,BRA,2890.54208,280482.7040332398,97.03463788814304,-20.5,-43.5,5151.0,1.5,8.0,2022.0,776.2771031051443,6.655796918842505,5.974915463732997,0.5535876092666748,0.5652838314265054,0.5535876092666748
621,621,99639,2023,4,-20.75,-40.75,BRA,2271.53792,177240.96595135398,78.02685765921704,-20.5,-40.5,5003.0,1.5,2.0,2020.0,156.0537153184341,5.056587882619411,4.245375328425151,0.40522124087788447,0.4180626728960199,0.40522124087788447
623,623,99632,2023,4,-20.75,-44.25,BRA,2890.54208,58477.45643882601,20.230619316507582,-20.5,-44.5,4720.0,1.5,4.0,2019.0,80.92247726603033,4.405773400897823,3.548087534743261,0.34540530740606584,0.3581495159432828,0.34540530740606584
624,624,99631,2023,4,-20.75,-44.75,BRA,2890.54208,104969.39587039688,36.31477866961095,-20.5,-44.5,4720.0,1.5,4.0,2019.0,145.2591146784438,4.985379806757644,4.168878240119,0.3986590368835376,0.41150734761480784,0.3986590368835376
626,626,100351,2023,4,-20.25,-44.75,BRA,2899.997952,398744.286426953,137.49812690452305,-20.5,-44.5,4720.0,1.5,4.0,2019.0,549.9925076180922,6.311721211271157,5.601065045136875,0.5215173335931571,0.5336086575477457,0.5215173335931571
627,627,100353,2023,4,-20.25,-43.75,BRA,2899.997952,171802.46467390368,59.24227103519819,-20.5,-43.5,5151.0,1.5,8.0,2022.0,473.93816828158555,6.163184623522759,5.439951437965084,0.5076964107327333,0.5199345673961979,0.5076964107327333
628,628,100352,2023,4,-20.25,-44.25,BRA,2899.997952,470817.6607406783,162.3510321502042,-20.5,-44.5,4720.0,1.5,4.0,2019.0,649.4041286008168,6.4775939060006875,5.7811815761086764,0.5369683977468761,0.5488786877523826,0.5369683977468761
633,633,100360,2023,4,-20.25,-40.25,BRA,1517.827072,1824970.163669172,1202.3571046630877,-20.5,-40.5,5003.0,1.5,2.0,2020.0,2404.7142093261755,7.785602106988226,7.20832304977929,0.6593938872182998,0.669292266187102,0.6593938872182998
634,634,100359,2023,4,-20.25,-40.75,BRA,2899.997952,99266.11183252269,34.229717908615505,-20.5,-40.5,5003.0,1.5,2.0,2020.0,68.45943581723101,4.240742924870488,3.3719735832185695,0.33029759936454817,0.34295701932572836,0.33029759936454817
638,638,99634,2023,4,-20.75,-43.25,BRA,2890.54208,83907.0142212479,29.028124102330278,-20.5,-43.5,5151.0,1.5,8.0,2022.0,232.22499281864222,5.45200362205548,4.671014171114888,0.4417341196749085,0.4544641450878302,0.4417341196749085
640,640,100354,2023,4,-20.25,-43.25,BRA,2899.997952,122414.30832294858,42.211860266496,-20.5,-43.5,5151.0,1.5,8.0,2022.0,337.694882131968,5.8250996493817455,5.073888822925795,0.4762942017365159,0.48881089284997326,0.4762942017365159
649,649,101069,2023,4,-19.75,-45.75,BRA,2909.208064,27854.6355659009,9.574645385659464,-19.5,-45.5,4868.0,1.5,7.0,2020.0,67.02251769961624,4.219838793001898,3.3496869914833174,0.32838577285528103,0.34103261142028274,0.32838577285528103
650,650,101070,2023,4,-19.75,-45.25,BRA,2909.208064,109849.69146248758,37.75931079726568,-19.5,-45.5,4868.0,1.5,7.0,2020.0,264.3151755808597,5.580918461094099,4.8100840417787305,0.45366404904831414,0.46633188190343744,0.45366404904831414
652,652,101789,2023,4,-19.25,-45.75,BRA,2918.237952,27324.321392141203,9.363294509076827,-19.5,-45.5,4868.0,1.5,7.0,2020.0,65.54306156353779,4.19784928040559,3.326248529447102,0.32637513463883233,0.3390082847396414,0.32637513463883233
654,654,101790,2023,4,-19.25,-45.25,BRA,2918.237952,45762.07865427367,15.68140755037157,-19.5,-45.5,4868.0,1.5,7.0,2020.0,109.76985285260099,4.707454651123165,3.8707804316779453,0.37308710110698834,0.3859219097699172,0.37308710110698834
1109,1109,75095,2023,4,-37.75,-72.75,CHL,2444.16,91954.2306866681,37.622017661146614,-37.5,-72.5,5078.0,1.5,1.0,2021.0,37.622017661146614,3.653822519580461,2.7481834286122346,0.276786566005874,0.28892587012959176,0.276786566005874
1113,1113,75096,2023,4,-37.75,-72.25,CHL,2444.16,93900.85238942532,38.418455579595985,-37.5,-72.5,5078.0,1.5,1.0,2021.0,38.418455579595985,3.674234122357275,2.769806505252925,0.27864147372907677,0.29080493643062,0.27864147372907677
1116,1116,75816,2023,4,-37.25,-72.25,CHL,2460.581888,234483.98994644295,95.29615376346415,-37.5,-72.5,5078.0,1.5,1.0,2021.0,95.29615376346415,4.567428377855507,3.7208836392664333,0.3602283982245219,0.3730312683914407,0.3602283982245219
1119,1119,75815,2023,4,-37.25,-72.75,CHL,2456.472576,74319.81628039406,30.254690000005137,-37.5,-72.5,5078.0,1.5,1.0,2021.0,30.254690000005137,3.4421694449216984,2.5242898101124855,0.2575801408966235,0.2694413561279741,0.2575801408966235
1163,1163,77978,2023,4,-35.75,-71.25,CHL,2487.077888,42833.976154866265,17.222611467673612,-35.5,-71.5,5021.0,1.5,5.0,2021.0,86.11305733836807,4.467206784659143,3.613722244488868,0.35103569627441944,0.363804995449045,0.35103569627441944
1164,1164,77977,2023,4,-35.75,-71.75,CHL,2508.696064,196172.2000578817,78.19687800087436,-35.5,-71.5,5021.0,1.5,5.0,2021.0,390.9843900043718,5.97122201758015,5.231990658339821,0.48985676364364733,0.502262733007276,0.48985676364364733
1167,1167,78698,2023,4,-35.25,-71.25,CHL,2524.374016,116879.07506961912,46.30022109592936,-35.5,-71.5,5021.0,1.5,5.0,2021.0,231.5011054796468,5.448894979767276,4.667662440011777,0.44144659574792205,0.45417796741576855,0.44144659574792205
1169,1169,78697,2023,4,-35.25,-71.75,CHL,2524.374016,331292.52794255497,131.2374972340687,-35.5,-71.5,5021.0,1.5,5.0,2021.0,656.1874861703436,6.487969344853319,5.792454837793352,0.5379354599513934,0.5498338375130131,0.5379354599513934
1283,1283,78004,2023,4,-35.75,-58.25,ARG,2489.850112,42781.98165465604,17.18255305749748,-35.5,-58.5,4607.0,1.5,60.0,2018.0,1030.9531834498487,6.939208580138313,6.283499621478777,0.5800591029848047,0.591374350034104,0.5800591029848047
1285,1285,78003,2023,4,-35.75,-58.75,ARG,2508.696064,10121.014209802848,4.03437241961681,-35.5,-58.5,4607.0,1.5,60.0,2018.0,242.0623451770086,5.49331797494794,4.715567253167354,0.4455560483192389,0.458267492091878,0.4455560483192389
1288,1288,78724,2023,4,-35.25,-58.25,ARG,2524.374016,132606.30846751345,52.53037292692266,-35.5,-58.5,4607.0,1.5,60.0,2018.0,3151.8223756153598,8.056053322917066,7.504802408783179,0.6848269863986285,0.6941896626081837,0.6848269863986285
1290,1290,78723,2023,4,-35.25,-58.75,ARG,2518.076928,65103.696594307934,25.85453044360205,-35.5,-58.5,4607.0,1.5,60.0,2018.0,1551.271826616123,7.347474831422435,6.729007257469382,0.6182764005727767,0.628958824071907,0.6182764005727767
1293,1293,79447,2023,4,-34.75,-56.75,URY,998.271616,24149.242815076104,24.191054246178332,-34.5,-56.5,5150.0,1.5,2.0,2022.0,48.382108492356664,3.8995881823241283,3.008884262929741,0.2991504506212093,0.3115507457878655,0.2991504506212093
1297,1297,79448,2023,4,-34.75,-56.25,URY,1896.439552,1651071.7758834555,870.6166110816569,-34.5,-56.5,5150.0,1.5,2.0,2022.0,1741.2332221633137,7.462923030289946,6.8551886685867265,0.6291007100776388,0.6395868390484067,0.6291007100776388
1298,1298,80168,2023,4,-34.25,-56.25,URY,2555.087872,76164.15001505236,29.808818260107323,-34.5,-56.5,5150.0,1.5,2.0,2022.0,59.617636520214646,4.104585882420473,3.2269006660387736,0.31785270639321334,0.330422574436074,0.31785270639321334
1300,1300,80167,2023,4,-34.25,-56.75,URY,2555.087872,48684.322260274086,19.053873956266848,-34.5,-56.5,5150.0,1.5,2.0,2022.0,38.107747912533696,3.666320603691733,2.7614226670095583,0.2779222769854256,0.2900764279244742,0.2779222769854256
1327,1327,80890,2023,4,-33.75,-55.25,URY,2570.19008,567.2838489866936,0.22071669072300426,-33.5,-55.5,4812.0,1.0,6.0,2019.0,1.3243001443380256,0.8434189805378104,-0.15600727385824265,0.02765431469946496,0.03020367960645351,0.02765431469946496
1328,1328,80887,2023,4,-33.75,-56.75,URY,2570.19008,23645.16638659097,9.199773421657191,-33.5,-56.5,9523.0,2.0,6.0,4038.0,55.19864052994315,4.028892566748403,3.146342701801745,0.3109421453980419,0.3234543436583301,0.3109421453980419
1329,1329,80889,2023,4,-33.75,-55.75,URY,2570.19008,2192.0877567057087,0.8528893538900083,-33.5,-55.5,4812.0,1.0,6.0,2019.0,5.11733612334005,1.8111267278009802,0.822983752178912,0.11163579639690764,0.11928962925033458,0.11163579639690764
1330,1330,80888,2023,4,-33.75,-56.25,URY,2570.19008,8892.80079096449,3.4599778670706294,-33.5,-56.5,9523.0,2.0,6.0,4038.0,20.759867202423777,3.0800673191393297,2.142683409672159,0.2248445283303547,0.2361066930185573,0.2248445283303547
1331,1331,81607,2023,4,-33.25,-56.75,URY,2585.07008,37429.22685082089,14.478998902351185,-33.5,-56.5,9523.0,2.0,6.0,4038.0,86.8739934141071,4.47590389531822,3.6230173876677436,0.35183306813584675,0.36460564044172283,0.35183306813584675
1332,1332,81608,2023,4,-33.25,-56.25,URY,2585.07008,5020.1305784895,1.9419707873024086,-33.5,-56.5,9523.0,2.0,6.0,4038.0,11.651824723814451,2.5378014517127934,1.5750089889965693,0.17614731078480378,0.18618638402467014,0.17614731078480378
1333,1333,81609,2023,4,-33.25,-55.75,URY,2585.07008,9019.04578075841,3.4888979801887654,-33.5,-55.5,4812.0,1.0,6.0,2019.0,20.933387881132592,3.0880100366417986,2.151033411660982,0.22556082247457837,0.23683788953265128,0.22556082247457837
1334,1334,81610,2023,4,-33.25,-55.25,URY,2585.07008,6692.0155196045125,2.5887172542744037,-33.5,-55.5,4812.0,1.0,6.0,2019.0,15.532303525646423,2.805316256367615,1.8544492318363748,0.2001187313754246,0.2108134581427314,0.2001187313754246
1335,1335,82330,2023,4,-32.75,-55.25,URY,2599.79392,867.9997118614638,0.33387250627213705,-32.5,-55.5,9447.0,2.5,16.0,4037.0,5.341960100354193,1.8471878847614853,0.8600248285605756,0.11481331732965029,0.12260937368988177,0.11481331732965029
1358,1358,82329,2023,4,-32.75,-55.75,URY,2438.568192,6122.684253328986,2.5107701615296825,-32.5,-55.5,9447.0,2.5,16.0,4037.0,40.17232258447492,3.717766248678672,2.815940143968981,0.2825989883869505,0.2948124488478006,0.2825989883869505
1359,1359,83049,2023,4,-32.25,-55.75,URY,2614.247936,797.0823078757909,0.304899277876217,-32.5,-55.5,9447.0,2.5,16.0,4037.0,4.878388446019472,1.7712826505392338,0.7820950501200432,0.10812821186113403,0.11562163395879586,0.10812821186113403
1361,1361,83050,2023,4,-32.25,-55.25,URY,2614.247936,2755.113153542345,1.0538836487551673,-32.5,-55.5,9447.0,2.5,16.0,4037.0,16.862138380082676,2.882683298409083,1.9354912794630819,0.20707081883942888,0.2179357700503241,0.20707081883942888
1890,1890,91680,2023,4,-26.25,-60.25,ARG,2772.312064,26005.682247654226,9.38050322160782,-26.5,-60.5,4743.0,1.5,3.0,2019.0,28.14150966482346,3.3721636067285887,2.4503679652103934,0.25123885083412334,0.2629967073239452,0.25123885083412334
1910,1910,92405,2023,4,-25.75,-57.75,PRY,2783.354112,35564.32221214281,12.777505405730714,-25.5,-57.5,9265.0,2.0,18.0,4036.0,229.99509730315287,5.442396486500691,4.660656053539792,0.4408455619267602,0.4535797243557689,0.4408455619267602
1911,1911,92406,2023,4,-25.75,-57.25,PRY,2770.99776,184856.95921119425,66.71133476888636,-25.5,-57.5,9265.0,2.0,18.0,4036.0,1200.8040258399544,7.091579061736082,6.449636534630134,0.5943109436656822,0.6054013835979277,0.5943109436656822
1912,1912,93125,2023,4,-25.25,-57.75,ARG,2795.736064,1639106.3359806817,586.2879393684717,-25.5,-57.5,9265.0,2.0,18.0,4036.0,10553.18290863249,9.264277544555677,8.83452113476807,0.7988951911921714,0.8054172542770793,0.7988951911921714
1913,1913,93126,2023,4,-25.25,-57.25,PRY,2755.375104,1199724.2152140527,435.41230138589964,-25.5,-57.5,9265.0,2.0,18.0,4036.0,7837.421424946194,8.966792744212146,8.50636587744045,0.7707448159545816,0.7780311803119024,0.7707448159545816
1964,1964,90960,2023,4,-26.75,-60.25,ARG,2760.282112,167292.84056520605,60.60715310146025,-26.5,-60.5,4743.0,1.5,3.0,2019.0,181.82145930438074,5.20851004438603,4.40874071475188,0.41923532970700217,0.4320484347039699,0.41923532970700217
1965,1965,90959,2023,4,-26.75,-60.75,ARG,2760.282112,46882.19270406252,16.984565635609396,-26.5,-60.5,4743.0,1.5,3.0,2019.0,50.953696906828185,3.9503528778011234,3.0628264633370335,0.303777812666153,0.316224079361706,0.303777812666153
1967,1967,91679,2023,4,-26.25,-60.75,ARG,2772.312064,4196.72068333675,1.5137980813319973,-26.5,-60.5,4743.0,1.5,3.0,2019.0,4.541394243995992,1.712246137687299,0.7215860447300202,0.10293752492576694,0.11018680735339563,0.10293752492576694
1994,1994,92392,2023,4,-25.75,-64.25,ARG,2784.125952,3654.834217741268,1.3127402569972768,-25.5,-64.5,4864.0,1.0,3.0,2020.0,3.9382207709918307,1.5970050985084066,0.6037402868580962,0.09282827867669392,0.09957786323546931,0.09282827867669392
1995,1995,92391,2023,4,-25.75,-64.75,ARG,2784.125952,36605.51822721409,13.147939015085942,-25.5,-64.5,4864.0,1.0,3.0,2020.0,39.44381704525783,3.699913777562948,2.7970178785256414,0.28097576626668597,0.2931689729664385,0.28097576626668597
2009,2009,93111,2023,4,-25.25,-64.75,ARG,2784.865024,27264.12499026284,9.790106434351499,-25.5,-64.5,4864.0,1.0,3.0,2020.0,29.370319303054494,3.413465792767765,2.49397237267869,0.254979398653596,0.26679893426288864,0.254979398653596
2011,2011,93112,2023,4,-25.25,-64.25,ARG,2793.406208,28104.172094266127,10.060896984398099,-25.5,-64.5,4864.0,1.0,3.0,2020.0,30.182690953194296,3.4398631637284502,2.5218534484941713,0.2573711407595282,0.2692290428021509,0.2573711407595282
2016,2016,93833,2023,4,-24.75,-63.75,ARG,2807.130112,2823.863104033347,1.0059608893659102,-24.5,-63.5,4569.0,1.5,20.0,2018.0,20.119217787318206,3.050183421566877,2.1112757184181286,0.22215026007042357,0.23335561925498394,0.22215026007042357
2021,2021,93834,2023,4,-24.75,-63.25,ARG,2807.130112,2364.421833998326,0.8422915004512359,-24.5,-63.5,4569.0,1.5,20.0,2018.0,16.845830009024716,2.881769867994103,1.9345338916127297,0.20698869055827684,0.21785168080314982,0.20698869055827684
2023,2023,94554,2023,4,-24.25,-63.25,ARG,2818.301952,2062.0133767365114,0.7316509770265069,-24.5,-63.5,4569.0,1.5,20.0,2018.0,14.633019540530139,2.7493853145483587,1.7959231402441038,0.19509814614107884,0.2056645264734987,0.19509814614107884
2030,2030,94553,2023,4,-24.25,-63.75,ARG,2818.301952,6425.968093844351,2.2800850310890857,-24.5,-63.5,4569.0,1.5,20.0,2018.0,45.60170062178172,3.84163703449536,2.9473439149521656,0.2938712912930044,0.3062158365119198,0.2938712912930044
2096,2096,95285,2023,4,-23.75,-57.75,PRY,2829.341952,1541.8640494271524,0.5449550021117957,-23.5,-57.5,5018.0,1.5,9.0,2021.0,4.904595019006162,1.7757308645719634,0.7866578784372823,0.1085196281996105,0.11603113090913615,0.1085196281996105
2140,2140,95286,2023,4,-23.75,-57.25,PRY,2829.341952,8450.850004769582,2.9868606015599704,-23.5,-57.5,5018.0,1.5,9.0,2021.0,26.881745414039734,3.327972188453536,2.403739537150977,0.24723889131099713,0.25892850132448203,0.24723889131099713
2141,2141,96006,2023,4,-23.25,-57.25,PRY,2839.992064,141814.2054457953,49.934718918212894,-23.5,-57.5,5018.0,1.5,9.0,2021.0,449.412470263916,6.110163763529048,5.3824826786840205,0.5027665273861273,0.5150535341743047,0.5027665273861273
2144,2144,96005,2023,4,-23.25,-57.75,PRY,2839.992064,2633.06147462568,0.9271369128113451,-23.5,-57.5,5018.0,1.5,9.0,2021.0,8.344232215302107,2.234759277585943,1.260044252889999,0.14912846738667246,0.15828870526722705,0.14912846738667246
2147,2147,96725,2023,4,-22.75,-57.75,PRY,2850.575872,3387.0520890690323,1.188199241542248,-22.5,-57.5,4736.0,1.0,18.0,2019.0,21.387586347760465,3.1085066243424504,2.172585417906554,0.22740963351565832,0.23872477943813747,0.22740963351565832
2179,2179,96726,2023,4,-22.75,-57.25,PRY,2850.575872,3624.785098747925,1.2715974811800852,-22.5,-57.5,4736.0,1.0,18.0,2019.0,22.888754661241535,3.173407831943908,2.240869984996243,0.23326733697640778,0.24469950241474098,0.23326733697640778
2180,2180,97446,2023,4,-22.25,-57.25,PRY,2860.908032,5681.409203710438,1.9858762113854762,-22.5,-57.5,4736.0,1.0,18.0,2019.0,35.74577180493857,3.6040231661129085,2.6954509338396786,0.2722629769975782,0.2843414047185675,0.2722629769975782
2182,2182,97445,2023,4,-22.25,-57.75,PRY,2860.908032,12548.412325352763,4.386164177595194,-22.5,-57.5,4736.0,1.0,18.0,2019.0,78.95095519671348,4.381413386634653,3.522072797931118,0.34317366678286587,0.3559069638813504,0.34317366678286587
2394,2394,98141,2023,4,-21.75,-69.75,CHL,2870.981888,663.2383110279629,0.23101445320854738,-21.5,-69.5,4726.0,1.5,24.0,2019.0,5.544346877005137,1.8786016047729441,0.8923183804158016,0.11758357799797653,0.12550128096972163,0.11758357799797653
2395,2395,98861,2023,4,-21.25,-69.75,CHL,2880.888064,1471.3867466306622,0.5107406861853908,-21.5,-69.5,4726.0,1.5,24.0,2019.0,12.257776468449379,2.5845842835510577,1.6237867145142912,0.18033164501653962,0.19049315227482488,0.18033164501653962
2396,2396,98862,2023,4,-21.25,-69.25,CHL,2880.888064,397.83874749392976,0.13809587136181412,-21.5,-69.5,4726.0,1.5,24.0,2019.0,3.3143009126835388,1.4619352981267484,0.4660998334367358,0.0810209700166501,0.08714350847367248,0.0810209700166501
2503,2503,106791,2023,4,-15.75,-64.75,BOL,2969.175552,2266.543852167232,0.7633579801775332,-15.5,-64.5,4887.0,1.0,8.0,2020.0,6.106863841420266,1.9610610552850227,0.9772005003632316,0.1248650811100742,0.13309239355175556,0.1248650811100742
2504,2504,106792,2023,4,-15.75,-64.25,BOL,2875.821568,2071.9884569515552,0.7204857491880231,-15.5,-64.5,4887.0,1.0,8.0,2020.0,5.763885993504185,1.911597576001353,0.9262643217961977,0.12049558676917031,0.12853884829272622,0.12049558676917031
2507,2507,107511,2023,4,-15.25,-64.75,BOL,2926.702592,4873.665886421339,1.6652412512782366,-15.5,-64.5,4887.0,1.0,8.0,2020.0,13.321930010225893,2.6617919297012733,1.704372073154956,0.1872445560052722,0.19760079039853845,0.1872445560052722
2508,2508,107512,2023,4,-15.25,-64.25,BOL,2978.851328,5052.171162854127,1.6960131965518914,-15.5,-64.5,4887.0,1.0,8.0,2020.0,13.568105572415131,2.678834589269939,1.7221744166996937,0.18877170707081958,0.19916971605447725,0.18877170707081958
2510,2510,108232,2023,4,-14.75,-64.25,BOL,2979.191808,8473.18623622049,2.844122427252757,-14.5,-64.5,4577.0,1.5,11.0,2018.0,31.28534669978033,3.4746134647471245,2.558571419831478,0.26052094454303526,0.2724281115038479,0.26052094454303526
2705,2705,108218,2023,4,-14.75,-71.25,PER,2976.677376,56271.24943573112,18.904047139749927,-14.5,-71.5,4869.0,1.5,9.0,2020.0,170.13642425774935,5.1424610411041645,4.337690340201336,0.41314036502273294,0.42596804711067243,0.41314036502273294
2707,2707,108217,2023,4,-14.75,-71.75,PER,2989.146112,21088.025486827763,7.05486607100582,-14.5,-71.5,4869.0,1.5,9.0,2020.0,63.49379463905238,4.166569012027048,3.2929165167318657,0.32351579094585214,0.3361286628481158,0.32351579094585214
