,index,pgid,year,quarter,lat,lon,iso3,wp_land_area,wp_pop_count,wp_pop_density,latbin,lonbin,ID,Severity,num_days,YEAR,num_days_multiply_pop_density,num_days_multiply_pop_density_log,boxcoxb,boxcoxb_log,num_days_multiply_pop_density_log_minmax,boxcoxb_log_minmax
8671,8671,206268,2023,4,53.25,-6.25,IRL,1485.06624,1424225.7864761632,959.0318250559403,53.5,-6.5,4543.0,1.0,4.0,2017.0,3836.1273002237613,8.252479266716092,7.720410429590068,0.7033226422030652,0.7122723862275008,0.7033226422030652
8673,8673,206987,2023,4,53.75,-6.75,IRL,1827.222016,144200.43761763704,78.91785254060612,53.5,-6.5,4543.0,1.0,4.0,2017.0,315.6714101624245,5.757864675274574,5.0012006326089224,0.47005873914047264,0.48262132628449006,0.47005873914047264
8674,8674,206988,2023,4,53.75,-6.25,IRL,970.89024,241764.061579996,249.0127633582927,53.5,-6.5,4543.0,1.0,4.0,2017.0,996.0510534331708,6.904801975705135,6.246006721424153,0.576842822941394,0.5882069216047877,0.576842822941394
8691,8691,203414,2023,4,51.25,6.75,DEU,1934.232064,3026790.3648047373,1564.8537841655473,51.5,6.5,10190.0,4.0,10.0,4042.0,15648.537841655472,9.658196664647619,9.269771266375622,0.8362325620048248,0.8416809495874871,0.8362325620048248
8692,8692,203413,2023,4,51.25,6.25,DEU,1934.232064,1010332.3841500216,522.3428992592802,51.5,6.5,10190.0,4.0,10.0,4042.0,5223.428992592802,8.561100787146815,8.059629131730293,0.7324220807755885,0.7406836925396247,0.7324220807755885
8693,8693,204134,2023,4,51.75,6.75,DEU,1913.142016,990444.6226153696,517.7057501910875,51.5,6.5,10190.0,4.0,10.0,4042.0,5177.0575019108755,8.55218526529248,8.049821998304136,0.731580788491565,0.7398629408889218,0.731580788491565
8694,8694,204133,2023,4,51.75,6.25,DEU,1913.142016,567110.7119973423,296.4289672457553,51.5,6.5,10190.0,4.0,10.0,4042.0,2964.289672457553,7.9947300039472955,7.437538063235993,0.67905680132622,0.6885443155277382,0.67905680132622
8704,8704,204859,2023,4,52.25,9.25,DEU,1874.649472,401800.9551673173,214.33391210925927,52.5,9.5,4503.0,1.5,4.0,2017.0,857.3356484370371,6.754995221634288,6.082859398358296,0.5628474403876809,0.574415901550218,0.5628474403876809
8705,8705,204860,2023,4,52.25,9.75,DEU,1891.907968,1146139.638948365,605.8115184957903,52.5,9.5,4503.0,1.5,4.0,2017.0,2423.2460739831613,7.793275857706459,7.216729091849744,0.6601149886886017,0.6699987019596765,0.6601149886886017
8723,8723,205580,2023,4,52.75,9.75,DEU,1870.505984,179461.24299432943,95.9426190182824,52.5,9.5,4503.0,1.5,4.0,2017.0,383.7704760731296,5.952646990466329,5.211883184649437,0.4881318699635222,0.5005527395358219,0.4881318699635222
8725,8725,205579,2023,4,52.75,9.25,DEU,1870.505984,203654.41697032488,108.87664552391236,52.5,9.5,4503.0,1.5,4.0,2017.0,435.50658209564943,6.078803454422895,5.348501973093006,0.49985153641199165,0.5121665438347641,0.49985153641199165
8743,8743,205557,2023,4,52.75,-1.75,GBR,1870.505984,1297022.61974535,693.4073618795491,52.5,-1.5,4999.0,1.5,6.0,2020.0,4160.444171277294,8.333617449567456,7.809539041538515,0.7109684251510112,0.71974186458203,0.7109684251510112
8752,8752,205558,2023,4,52.75,-1.25,GBR,1870.505984,1926635.220654616,1030.0075151508395,52.5,-1.5,4999.0,1.5,6.0,2020.0,6180.045090905037,8.729242644715182,8.244670720549024,0.7482956346605003,0.7561626190013869,0.7482956346605003
8767,8767,207718,2023,4,54.25,-1.25,GBR,1805.447936,147428.44369082502,81.65754367719691,54.5,-1.5,4547.0,1.5,3.0,2017.0,244.97263103159074,5.505220273773815,4.728405366822448,0.44665734933046397,0.45936320264792874,0.44665734933046397
8769,8769,207717,2023,4,54.25,-1.75,GBR,1805.447936,138252.99116271723,76.57545166825416,54.5,-1.5,4547.0,1.5,3.0,2017.0,229.72635500476247,5.441232397947322,4.659401024241535,0.4407379008581313,0.45347255983782453,0.4407379008581313
8771,8771,208437,2023,4,54.75,-1.75,GBR,1783.452032,1047368.9170706788,587.2705843936479,54.5,-1.5,4547.0,1.5,3.0,2017.0,1761.811753180944,7.4746654002821975,6.86802760531596,0.6302020816952166,0.6406678267585786,0.6302020816952166
8775,8775,208438,2023,4,54.75,-1.25,GBR,965.626304,1008500.6310842858,1044.4005376683335,54.5,-1.5,4547.0,1.5,3.0,2017.0,3133.2016130050006,8.050129751735463,7.498303964990058,0.6842695257846299,0.693644346147208,0.6842695257846299
8796,8796,207706,2023,4,54.25,-7.25,GBR,1805.447936,65056.976634161234,36.03370406697855,54.5,-7.5,4513.0,1.5,4.0,2017.0,144.1348162679142,4.977663077819555,4.1605912485405705,0.3979481480060493,0.4107969553217438,0.3979481480060493
8798,8798,207705,2023,4,54.25,-7.75,GBR,1766.043648,55727.61646385671,31.55506180550341,54.5,-7.5,4513.0,1.5,4.0,2017.0,126.22024722201364,4.845919814512515,4.019200924098288,0.385819161500003,0.3986688373500895,0.385819161500003
8801,8801,208426,2023,4,54.75,-7.25,GBR,1783.452032,141756.13547120203,79.4841312957735,54.5,-7.5,4513.0,1.5,4.0,2017.0,317.936525183094,5.764992102368315,5.008904364746721,0.4707195938595924,0.4832774681960943,0.4707195938595924
8802,8802,208425,2023,4,54.75,-7.75,IRL,1768.164224,77021.84924076403,43.56034818220823,54.5,-7.5,4513.0,1.5,4.0,2017.0,174.24139272883292,5.1661644104650914,4.363183944901803,0.4153273010002982,0.42815014927452294,0.4153273010002982
10274,10274,81042,2023,4,-33.75,20.75,ZAF,2570.19008,8819.466057283662,3.4314450615588954,-33.5,20.5,5064.0,1.0,5.0,2021.0,17.157225307794477,2.89906857007834,1.952667351223729,0.20854424598823504,0.21944417740880295,0.20854424598823504
10275,10275,81041,2023,4,-33.75,20.25,ZAF,2570.19008,61349.87195161889,23.869780071526417,-33.5,20.5,5064.0,1.0,5.0,2021.0,119.34890035763209,4.7903950271506295,3.9596611088485774,0.38071161529000036,0.39355729574582154,0.38071161529000036
10285,10285,81762,2023,4,-33.25,20.75,ZAF,2583.634176,7889.486346223127,3.0536391024358114,-33.5,20.5,5064.0,1.0,5.0,2021.0,15.268195512179057,2.7892120061789965,1.8375924001587247,0.19867268982513187,0.2093309212658559,0.19867268982513187
10287,10287,81761,2023,4,-33.25,20.25,ZAF,2585.07008,10330.20178782355,3.9961012537902065,-33.5,20.5,5064.0,1.0,5.0,2021.0,19.980506268951032,3.0435937337042205,2.104351853062539,0.22155630521673128,0.2327489809359648,0.22155630521673128
10330,10330,82495,2023,4,-32.75,27.25,ZAF,2599.79392,285140.01507633313,109.6779298092724,-32.5,27.5,5148.0,1.5,3.0,2022.0,329.03378942781717,5.7991950414243085,5.045878738965443,0.47389139283337184,0.48642614744872237,0.47389139283337184
10345,10345,82496,2023,4,-32.75,27.75,ZAF,2590.308864,434838.2615638333,167.87120161892526,-32.5,27.5,5148.0,1.5,3.0,2022.0,503.61360485677574,6.223792997509721,5.505671108292941,0.5133340878349864,0.5255140975469798,0.5133340878349864
10347,10347,83216,2023,4,-32.25,27.75,ZAF,2614.247936,86342.21397722412,33.027553656343066,-32.5,27.5,5148.0,1.5,3.0,2022.0,99.0826609690292,4.605996454224746,3.7621503004409167,0.36376840549524014,0.3765817966568272,0.36376840549524014
10348,10348,83215,2023,4,-32.25,27.25,ZAF,2614.247936,23549.033920838232,9.00795735421716,-32.5,27.5,5148.0,1.5,3.0,2022.0,27.023872062651478,3.3330567206068413,2.409103071722069,0.24769899520208088,0.25939657691512713,0.24769899520208088
11660,11660,99111,2023,4,-21.25,55.25,REU,832.718464,333175.5617753641,400.1058895403142,-21.5,55.5,4561.0,1.0,3.0,2018.0,1200.3176686209426,7.091174290536378,6.44919498147386,0.5942730655980331,0.605364120873912,0.5942730655980331
11661,11661,99112,2023,4,-21.25,55.75,REU,1262.470784,244155.25491528847,193.39477634619738,-21.5,55.5,4561.0,1.0,3.0,2018.0,580.1843290385921,6.365067968219389,5.6589701358817805,0.5264846470712661,0.5385196924305345,0.5264846470712661
11694,11694,65501,2023,4,-44.75,170.25,NZL,2170.898176,945.6261049671044,0.43559210442079455,-44.5,170.5,4504.0,1.5,4.0,2017.0,1.7423684176831782,1.008821933049285,0.00882365600683613,0.04179412328961154,0.045430465937408904,0.04179412328961154
11695,11695,65502,2023,4,-44.75,170.75,NZL,2195.352064,2627.723778068252,1.1969486904439632,-44.5,170.5,4504.0,1.5,4.0,2017.0,4.787794761775853,1.7557513488758318,0.7661675606017984,0.1067618927285908,0.11419184199753189,0.1067618927285908
11698,11698,66221,2023,4,-44.25,170.25,NZL,2078.736512,2296.333012315936,1.1046772878908935,-44.5,170.5,4504.0,1.5,4.0,2017.0,4.418709151563574,1.6898576231678653,0.6986631603386653,0.1009711148721858,0.10812574906103377,0.1009711148721858
11705,11705,66222,2023,4,-44.25,170.75,NZL,2214.25792,3198.470872318316,1.4444888481276454,-44.5,170.5,4504.0,1.5,4.0,2017.0,5.777955392510582,1.9136754919461159,0.9284029375950883,0.12067904516541263,0.12873013860299076,0.12067904516541263
11711,11711,66944,2023,4,-43.75,171.75,NZL,2228.387584,35971.44218039361,16.142363401533657,-43.5,171.5,9652.0,2.5,5.0,4039.0,80.71181700766829,4.403198630423491,3.545337563263729,0.3451694046517662,0.3579124858342756,0.3451694046517662
11712,11712,66943,2023,4,-43.75,171.25,NZL,2233.008128,2794.578690922419,1.2514861257694532,-43.5,171.5,9652.0,2.5,5.0,4039.0,6.257430628847266,1.9820258583242567,0.9988068018679729,0.12671854979988934,0.13502238676833273,0.12671854979988934
11715,11715,67664,2023,4,-43.25,171.75,NZL,2244.664576,2584.315930303267,1.1513149705906291,-43.5,171.5,9652.0,2.5,5.0,4039.0,5.756574852953146,1.9105160830926904,0.9251512772682942,0.12040010568082271,0.12843928742522898,0.12040010568082271
11724,11724,68383,2023,4,-42.75,171.25,NZL,2059.367296,4060.447558701561,1.9716966306051122,-42.5,171.5,4733.0,1.5,2.0,2019.0,3.9433932612102245,1.5980519903772756,0.6048091821723958,0.09291997248173084,0.09967423877506422,0.09291997248173084
11727,11727,68384,2023,4,-42.75,171.75,NZL,2269.92,942.5987965437802,0.41525639517858787,-42.5,171.5,4733.0,1.5,2.0,2019.0,0.8305127903571757,0.6045961409108447,-0.3913843037626983,0.007462799963180493,0.008217951451452411,0.007462799963180493
11731,11731,69103,2023,4,-42.25,171.25,NZL,949.140544,12583.34800959194,13.257623530190214,-42.5,171.5,4733.0,1.5,2.0,2019.0,26.515247060380428,3.314740289587544,2.389783273958486,0.24604167128477353,0.2577103894726317,0.24604167128477353
11732,11732,69104,2023,4,-42.25,171.75,NZL,2286.258944,2726.014946033212,1.1923474168082737,-42.5,171.5,4733.0,1.5,2.0,2019.0,2.3846948336165474,1.2192637497497498,0.22026361703521116,0.05993222746518399,0.06480347306540296,0.05993222746518399
11747,11747,68335,2023,4,-42.75,147.25,AUS,2136.006528,234710.05699162057,109.8826496618369,-42.5,147.5,4614.0,1.0,3.0,2018.0,329.64794898551065,5.801054211123996,5.047888833603133,0.47406382620766807,0.4865973002567,0.47406382620766807
11748,11748,68336,2023,4,-42.75,147.75,AUS,1655.911808,22329.45304407513,13.48468737054572,-42.5,147.5,4614.0,1.0,3.0,2018.0,40.45406211163716,3.724585877060342,2.823169498909199,0.2832191492703999,0.2954402551997882,0.2832191492703999
11749,11749,69055,2023,4,-42.25,147.25,AUS,2237.236992,2787.648606757457,1.2460229366516111,-42.5,147.5,4614.0,1.0,3.0,2018.0,3.738068809954833,1.5556296286270908,0.5615203081714322,0.08920649229353056,0.09576888987883005,0.08920649229353056
11766,11766,69056,2023,4,-42.25,147.75,AUS,2278.658304,816.7319139994927,0.35842667264582234,-42.5,147.5,4614.0,1.0,3.0,2018.0,1.075280017937467,0.7300960929815434,-0.2681256756640951,0.01803638229887994,0.019771318097631857,0.01803638229887994
11873,11873,76970,2023,4,-36.75,144.75,AUS,2474.105088,6997.570338312827,2.8283238138318025,-36.5,144.5,4549.0,1.0,4.0,2017.0,11.31329525532721,2.5106795936775645,1.5467488427640381,0.17372305061236754,0.18368958012286385,0.17372305061236754
11874,11874,76969,2023,4,-36.75,144.25,AUS,2476.866048,119562.62268913611,48.27173548027742,-36.5,144.5,4549.0,1.0,4.0,2017.0,193.08694192110968,5.268306212904737,4.473099303596906,0.424756248190842,0.437553194247975,0.424756248190842
11876,11876,77690,2023,4,-36.25,144.75,AUS,2488.676864,38313.47981362628,15.395120341998037,-36.5,144.5,4549.0,1.0,4.0,2017.0,61.58048136799215,4.136453430253213,3.2608360804912233,0.32076381212547916,0.3333562605303834,0.32076381212547916
11890,11890,77689,2023,4,-36.25,144.25,AUS,2492.819968,2345.1205137932607,0.9407500517074087,-36.5,144.5,4549.0,1.0,4.0,2017.0,3.7630002068296347,1.560877765242958,0.5668728303240607,0.08966565149850889,0.09625202668909906,0.08966565149850889
11995,11995,81302,2023,4,-33.75,150.75,AUS,2569.476864,1573726.217177662,612.4695027328574,-33.5,150.5,4707.0,1.5,1.0,2018.0,612.4695027328574,6.419130552618477,5.717674207213171,0.5315205000678342,0.543496625481878,0.5315205000678342
11996,11996,81301,2023,4,-33.75,150.25,AUS,2567.340288,46831.40961989955,18.24121634315254,-33.5,150.5,4707.0,1.5,1.0,2018.0,18.24121634315254,2.957054662737865,2.013486484678993,0.21376153685943217,0.22478230366161162,0.21376153685943217
12000,12000,82022,2023,4,-33.25,150.75,AUS,2585.07008,6478.391093166159,2.506079484377522,-33.5,150.5,4707.0,1.5,1.0,2018.0,2.506079484377522,1.2544984571997106,0.25583244144149314,0.06298345316228487,0.06804713560967983,0.06298345316228487
12001,12001,82021,2023,4,-33.25,150.25,AUS,2585.07008,18196.490967789578,7.039070665267836,-33.5,150.5,4707.0,1.5,1.0,2018.0,7.039070665267836,2.084313487612928,1.1043680273755632,0.13577398329432144,0.14443885637682125,0.13577398329432144
12143,12143,72713,2023,4,-39.75,176.25,NZL,2376.624128,2510.0127297765885,1.05612524092686,-39.5,176.5,19733.0,5.0,10.0,8080.0,10.5612524092686,2.447659197278016,1.4811360880958433,0.16809454513199484,0.1778880022435242,0.16809454513199484
12145,12145,72714,2023,4,-39.75,176.75,NZL,2220.431872,142460.00967562167,64.15869429369354,-39.5,176.5,19733.0,5.0,10.0,8080.0,641.5869429369354,6.465502127360687,5.768044465487478,0.5358414476667948,0.5477655339246132,0.5358414476667948
12146,12146,73434,2023,4,-39.25,176.75,NZL,2219.568128,20794.412618744587,9.368675084320092,-39.5,176.5,19733.0,5.0,10.0,8080.0,93.68675084320091,4.550574083785402,3.7028549103051116,0.35868182697818246,0.37147968342474075,0.35868182697818246
12224,12224,85621,2023,4,-30.75,150.25,AUS,2655.804928,12886.63729232088,4.852252948421699,-30.5,150.5,5045.0,2.0,4.0,2021.0,19.409011793686798,3.015976557897827,2.075341405742181,0.21906768143380315,0.23020657870744826,0.21906768143380315
12246,12246,85622,2023,4,-30.75,150.75,AUS,2650.63424,5984.409667146512,2.25772744380851,-30.5,150.5,5045.0,2.0,4.0,2021.0,9.03090977523404,2.3056713032675398,1.3335851490950732,0.1554370782568456,0.16481677654379023,0.1554370782568456
12249,12249,86341,2023,4,-30.25,150.25,AUS,2670.203904,737.8344834107578,0.27632140088832624,-30.5,150.5,5045.0,2.0,4.0,2021.0,1.105285603553305,0.7444511365784803,-0.2539636039128254,0.01925125734670493,0.021092825230988155,0.01925125734670493
12250,12250,86342,2023,4,-30.25,150.75,AUS,2670.203904,2378.1069647240283,0.8906087513247933,-30.5,150.5,5045.0,2.0,4.0,2021.0,3.5624350052991733,1.5178564733932631,0.5230196543847206,0.08590376339680461,0.09229154104642874,0.08590376339680461
12255,12255,85626,2023,4,-30.75,152.75,AUS,2647.125504,22843.870869397357,8.629689387555898,-30.5,152.5,5035.0,1.5,4.0,2021.0,34.51875755022359,3.5700609386333535,2.6595068831312996,0.2691795629964133,0.2812148850688133,0.2691795629964133
12256,12256,85625,2023,4,-30.75,152.25,AUS,2656.541952,595.9079967873048,0.2243171790826305,-30.5,152.5,5035.0,1.5,4.0,2021.0,0.897268716330522,0.6404153342317597,-0.3563112974984903,0.010471492540859023,0.011515421024777713,0.010471492540859023
12260,12260,86345,2023,4,-30.25,152.25,AUS,2670.203904,501.9134161851247,0.18796819802160122,-30.5,152.5,5035.0,1.5,4.0,2021.0,0.7518727920864049,0.5606853826215471,-0.43425397073802985,0.00378528090865176,0.004175582654831457,0.00378528090865176
12261,12261,86346,2023,4,-30.25,152.75,AUS,2670.203904,13070.850357142175,4.895075742179042,-30.5,152.5,5035.0,1.5,4.0,2021.0,19.58030296871617,3.0243344518095046,2.0841197111659846,0.21982071703543463,0.23097599583596706,0.21982071703543463
12404,12404,91383,2023,4,-26.75,151.25,AUS,2760.282112,2892.739937118083,1.047987060649431,-26.5,151.5,4993.0,1.5,3.0,2020.0,3.143961181948293,1.4216521376228388,0.4251569510077235,0.07750873768774807,0.0834350917349443,0.07750873768774807
12405,12405,91384,2023,4,-26.75,151.75,AUS,2760.282112,22649.219076370147,8.20540008497876,-26.5,151.5,4993.0,1.5,3.0,2020.0,24.616200254936278,3.2432249737962673,2.314395991216156,0.23957467052842069,0.2511267800726179,0.23957467052842069
12707,12707,92104,2023,4,-26.25,151.75,AUS,2772.312064,12537.021127527634,4.522225794970113,-26.5,151.5,4993.0,1.5,3.0,2020.0,13.566677384910339,2.6787365492393658,1.722071992079465,0.18876292070696093,0.19916069061342712,0.18876292070696093
12708,12708,92103,2023,4,-26.25,151.25,AUS,2772.312064,623.0187586497492,0.2247289425818944,-26.5,151.5,4993.0,1.5,3.0,2020.0,0.6741868277456833,0.5153275714226893,-0.4783798418907971,0.0,0.0,0.0
12887,12887,98612,2023,4,-21.75,165.75,NCL,1775.415552,10236.76219337441,5.765840105344763,-21.5,165.5,4907.0,1.0,4.0,2020.0,23.063360421379052,3.180690369180306,2.248536061244617,0.23392496143365138,0.24536992356963644,0.23392496143365138
12889,12889,99331,2023,4,-21.25,165.25,NCL,2564.994816,7055.718657481662,2.7507730672472683,-21.5,165.5,4907.0,1.0,4.0,2020.0,11.003092268989073,2.485164305674294,1.5201750623762633,0.1714434531575252,0.1813406750235329,0.1714434531575252
12890,12890,99332,2023,4,-21.25,165.75,NCL,1073.663872,3871.03016091362,3.6054395252237934,-21.5,165.5,4907.0,1.0,4.0,2020.0,14.421758100895174,2.7357793759612825,1.7816938490235306,0.19387750475783208,0.204411980998634,0.19387750475783208
12911,12911,104331,2023,4,-17.75,145.25,AUS,2943.881984,4113.561077249642,1.3973254021753754,-17.5,145.5,4579.0,1.5,21.0,2018.0,29.343833445682883,3.412593315500023,2.4930510195061983,0.2549003615607784,0.2667186151105833,0.2549003615607784
12912,12912,104332,2023,4,-17.75,145.75,AUS,2943.064832,10718.627254183417,3.6419949494960417,-17.5,145.5,4579.0,1.5,21.0,2018.0,76.48189393941688,4.35004428247619,3.488582322444708,0.34030072956557017,0.3530191638804328,0.34030072956557017
12916,12916,105052,2023,4,-17.25,145.75,AUS,2744.696064,45268.97418721608,16.493255767359194,-17.5,145.5,4579.0,1.5,21.0,2018.0,346.3583711145431,5.850357016789597,5.101204385786663,0.47863743204347914,0.4911360541059375,0.47863743204347914
12917,12917,105051,2023,4,-17.25,145.25,AUS,2951.987968,24083.64988901089,8.158451236956697,-17.5,145.5,4579.0,1.5,21.0,2018.0,171.32747597609065,5.149396596729373,4.345149175996405,0.4137802116251512,0.42660652557788226,0.4137802116251512
13067,13067,120174,2023,4,-6.75,146.75,PNG,2925.8688,162507.60632010628,55.541658710091944,-6.5,146.5,4892.0,1.0,2.0,2020.0,111.08331742018389,4.719242500271875,3.8834083321782837,0.37417036925403063,0.3870070842336347,0.37417036925403063
13074,13074,120173,2023,4,-6.75,146.25,PNG,3069.509888,44301.34271645308,14.43270891214444,-6.5,146.5,4892.0,1.0,2.0,2020.0,28.86541782428888,3.3967012165196495,2.4762704829655475,0.2534608648903478,0.26525560860525654,0.2534608648903478
13080,13080,120893,2023,4,-6.25,146.25,PNG,3072.588032,105922.04046706678,34.47323213002308,-6.5,146.5,4892.0,1.0,2.0,2020.0,68.94646426004616,4.247730153158426,3.379423989142894,0.33093672282138403,0.34360025471282746,0.33093672282138403
13086,13086,120894,2023,4,-6.25,146.75,PNG,3072.588032,44992.04006316748,14.643043452161528,-6.5,146.5,4892.0,1.0,2.0,2020.0,29.286086904323057,3.4106884289856416,2.4910394581916995,0.254727802369505,0.26654325367054377,0.254727802369505
13102,13102,104396,2023,4,-17.75,177.75,FJI,2921.438464,84105.2454981172,28.788984103043976,-17.5,177.5,5022.0,1.5,3.0,2021.0,86.36695230913193,4.470117091123269,3.6168325806738513,0.35130251244989497,0.3640729145763276,0.35130251244989497
13287,13287,137396,2023,4,5.25,117.75,MYS,3077.897984,71111.69967585079,23.10398201808978,5.5,117.5,5011.0,1.5,2.0,2021.0,46.20796403617956,3.8545626079383504,2.961066483331624,0.295048464111295,0.3074057484332795,0.295048464111295
13290,13290,138115,2023,4,5.75,117.25,MYS,3073.206528,60370.68596301523,19.644200743743582,5.5,117.5,5011.0,1.5,2.0,2021.0,39.288401487487164,3.6960636232483215,2.7929375376733145,0.28062573949269587,0.2928145326363244,0.28062573949269587
13292,13292,138116,2023,4,5.75,117.75,MYS,2734.895616,199170.2855116312,72.82555295581388,5.5,117.5,5011.0,1.5,2.0,2021.0,145.65110591162775,4.988056336558529,4.171752697292289,0.3989056184824169,0.4117537455585427,0.3989056184824169
13301,13301,141727,2023,4,8.25,123.25,PHL,3032.541184,539572.8292541555,177.92761796640963,8.5,123.5,4765.0,1.5,20.0,2019.0,3558.5523593281923,8.177390074178174,7.637961159138056,0.696249837945133,0.7053597702603853,0.696249837945133
13302,13302,141728,2023,4,8.25,123.75,PHL,2279.001088,831451.2918176197,364.83145892101464,8.5,123.5,4765.0,1.5,20.0,2019.0,7296.629178420293,8.895304804307846,8.427579003854996,0.7639861856852123,0.7714500911013732,0.7639861856852123
13313,13313,140292,2023,4,7.25,125.75,PHL,2280.943872,2622758.7010111283,1149.8567471155768,7.5,125.5,9774.0,3.0,4.0,4040.0,4599.426988462307,8.433904401748107,7.919755396438791,0.7204231929125545,0.7289741543897442,0.7204231929125545
13316,13316,140291,2023,4,7.25,125.25,PHL,3066.156032,719083.566721799,234.52282245817523,7.5,125.5,9774.0,3.0,4.0,4040.0,938.0912898327009,6.8449126947517955,6.180765138999357,0.5712461579928919,0.5826935902479741,0.5712461579928919
13319,13319,141012,2023,4,7.75,125.75,PHL,3062.640128,686665.9796152133,224.2072038883745,7.5,125.5,9774.0,3.0,4.0,4040.0,896.828815553498,6.799979421570687,6.131832808794568,0.5670485611976066,0.5785570900253936,0.5670485611976066
13321,13321,141011,2023,4,7.75,125.25,PHL,3060.08832,691934.7840845657,226.1159521319194,7.5,125.5,9774.0,3.0,4.0,4040.0,904.4638085276777,6.808447308029597,6.141053241394916,0.5678395241084752,0.5793366329285087,0.5678395241084752
13323,13323,141730,2023,4,8.25,124.75,PHL,3032.397568,1192638.5671605691,393.29887998398806,8.5,124.5,5079.0,1.5,2.0,2021.0,786.5977599679761,6.668987502636975,5.989264876134447,0.5548185550903966,0.5664981398651956,0.5548185550903966
13324,13324,141729,2023,4,8.25,124.25,PHL,2042.314624,1100242.1372604044,538.7231351776309,8.5,124.5,5079.0,1.5,2.0,2021.0,1077.4462703552617,6.98327664572429,6.331532674629806,0.5841795564586267,0.5954312003412329,0.5841795564586267
13325,13325,141731,2023,4,8.25,125.25,PHL,3058.884096,303731.21172031714,99.29477619550745,8.5,125.5,9107.0,3.5,8.0,4034.0,794.3582095640596,6.678792591242516,5.999932185098495,0.5557336364228083,0.5674007839044083,0.5557336364228083
13327,13327,141732,2023,4,8.25,125.75,PHL,3058.884096,340687.7460530028,111.37648088677459,8.5,125.5,9107.0,3.5,8.0,4034.0,891.0118470941967,6.793479413987547,6.124755487468404,0.5664414423215265,0.5779587075593297,0.5664414423215265
13328,13328,142450,2023,4,8.75,124.75,PHL,1403.125632,826331.4840843339,588.921950564391,8.5,124.5,5079.0,1.5,2.0,2021.0,1177.843901128782,7.072289492389935,6.428595348296056,0.5925059526514532,0.6036256102735092,0.5925059526514532
13329,13329,142452,2023,4,8.75,125.75,PHL,3054.840064,739373.8525370975,242.03357198640484,8.5,125.5,9107.0,3.5,8.0,4034.0,1936.2685758912387,7.569034309392119,6.971241605576706,0.639056161501142,0.649355309016203,0.639056161501142
13330,13330,142451,2023,4,8.75,125.25,PHL,2679.495168,393204.7800313009,146.74584404076109,8.5,125.5,9107.0,3.5,8.0,4034.0,1173.9667523260887,7.0689951302852325,6.42500209147554,0.5921977097525087,0.6033223354703487,0.5921977097525087
13331,13331,143172,2023,4,9.25,125.75,PHL,2762.758656,391850.31531061727,141.83298800263256,9.5,125.5,5029.0,1.5,1.0,2021.0,141.83298800263256,4.961676031648944,4.143424583121737,0.39647552776813594,0.4093252080983312,0.39647552776813594
13341,13341,144607,2023,4,10.25,123.25,PHL,2022.103168,668775.5235497649,330.7326421980883,10.5,123.5,4527.0,1.0,2.0,2017.0,661.4652843961766,6.49596815557597,5.801146359956707,0.5386810509630284,0.5505701978979168,0.5386810509630284
13343,13343,144608,2023,4,10.25,123.75,PHL,1652.492288,3867918.10192233,2340.6572787118084,10.5,123.5,4527.0,1.0,2.0,2017.0,4681.314557423617,8.4515478302075,7.93915173906585,0.7220870831321876,0.73059838606891,0.7220870831321876
13345,13345,145327,2023,4,10.75,123.25,PHL,2687.867392,945203.899962439,351.65570398885177,10.5,123.5,4527.0,1.0,2.0,2017.0,703.3114079777035,6.557220599231577,5.867719087448875,0.544391906473179,0.5562090202867016,0.544391906473179
13347,13347,145328,2023,4,10.75,123.75,PHL,1194.794624,456865.9949308248,382.3803570535858,10.5,123.5,4527.0,1.0,2.0,2017.0,764.7607141071716,6.640869737266549,5.958678411754035,0.5521947347179558,0.5639096539953941,0.5521947347179558
13355,13355,143892,2023,4,9.75,125.75,PHL,1084.665088,317936.51059457473,293.11952058935884,9.5,125.5,5029.0,1.5,1.0,2021.0,293.11952058935884,5.683986217343553,4.9213735890192165,0.4632108792297165,0.47582016901193114,0.4632108792297165
13359,13359,146050,2023,4,11.25,124.75,PHL,2322.725376,984919.7984230416,424.03626730904654,11.5,124.5,4713.0,1.5,9.0,2019.0,3816.326405781419,8.247305562786135,7.714728538535592,0.7028352285119205,0.7117961015960301,0.7028352285119205
13360,13360,146049,2023,4,11.25,124.25,PHL,894.243712,358297.2364320531,400.67068028995334,11.5,124.5,4713.0,1.5,9.0,2019.0,3606.03612260958,8.190641695438805,7.652509241348197,0.6974978264019929,0.7065796977309085,0.6974978264019929
13361,13361,146051,2023,4,11.25,125.25,PHL,2113.88416,390203.50839693553,184.59077170857628,11.5,125.5,5142.0,2.0,3.0,2021.0,553.7723151257288,6.318557786557042,5.608484576913998,0.522153808551121,0.5342380240102725,0.522153808551121
13362,13362,146770,2023,4,11.75,124.75,PHL,1165.252608,390930.2105569869,335.4896679681895,11.5,124.5,4713.0,1.5,9.0,2019.0,3019.4070117137057,8.013146873378604,7.457736767141424,0.6807895210726027,0.6902397492032415,0.6807895210726027
13363,13363,146771,2023,4,11.75,125.25,PHL,2740.8768,264846.29866977566,96.62831203130898,11.5,125.5,5142.0,2.0,3.0,2021.0,289.88493609392697,5.672927780364959,4.909428691824101,0.46218620163973895,0.47480214330881854,0.46218620163973895
