,pgid,lat,lon,count_fire,wp_pop_density,wp_pop_density_log,wp_pop_density_log_minmax,count_fire_multiply_pop_density,boxcoxb,boxcoxb_log,boxcoxb_log_minmax
6470,112714.0,-11.75,16.75,7,27.26573786144868,3.341650394914725,0.346701772811834,2.426912409682838,0.9412419355846176,0.43418698117970245,0.43418698117970245
6471,112715.0,-11.75,17.25,44,21.270035001689212,3.1032420529649074,0.3219665117764734,14.16652651816483,3.180723372300548,0.5589571021586087,0.5589571021586087
6472,112716.0,-11.75,17.75,151,10.949658094752788,2.48070266665045,0.2573770175526405,38.86392965044871,4.7199550218852,0.6447136152444546,0.6447136152444546
6473,112717.0,-11.75,18.25,74,3.461285663052219,1.4954369897498712,0.15515406885881117,11.481401095552027,2.8854684124375254,0.5425073131772123,0.5425073131772123
6474,112718.0,-11.75,18.75,53,2.691774052430607,1.306107115534543,0.13551078028003363,7.182071354841782,2.2554949094964063,0.5074090672677781,0.5074090672677781
6475,112719.0,-11.75,19.25,68,10.61788061826635,2.452545343933655,0.25445564860321246,17.302984105018446,3.4695096170303708,0.5750464941496505,0.5750464941496505
6476,112720.0,-11.75,19.75,67,46.372904809936855,3.858050436776837,0.40027913394636655,26.818701974406558,4.129901323519285,0.61183945512767,0.61183945512767
6477,112721.0,-11.75,20.25,45,24.90884552851781,3.254584436596294,0.33766853517976525,15.195084083089437,3.2810534026077756,0.564546873886124,0.564546873886124
6478,112722.0,-11.75,20.75,38,15.022282349819577,2.773980400270252,0.2878050690109729,10.93659262241697,2.8183400507282053,0.5387673340578185,0.5387673340578185
6479,112723.0,-11.75,21.25,117,3.396208934302141,1.4807425636881344,0.1536294977744723,17.97465123961326,3.52537996410034,0.5781592459897711,0.5781592459897711
6480,112724.0,-11.75,21.75,104,1.743211579236041,1.0091293432265045,0.10469884366883299,10.888679741558631,2.8122987710538196,0.5384307511402365,0.5384307511402365
6481,112725.0,-11.75,22.25,117,2.1817736137737134,1.1574387814932527,0.12008619395839583,14.050084693132312,3.1689706704124463,0.5583023139507824,0.5583023139507824
6482,112726.0,-11.75,22.75,73,7.49517895625607,2.139498820970999,0.22197655245093437,16.20428832891821,3.373930597945205,0.56972141952354,0.56972141952354
6483,112727.0,-11.75,23.25,90,3.2624351644139247,1.449840631799271,0.15042337106969086,13.538103396272177,3.116272375390513,0.5553662893258537,0.5553662893258537
6484,112728.0,-11.75,23.75,24,2.510935680844783,1.2558825776920297,0.13029990114822707,3.1271976275574493,1.2315107888437664,0.4503589749921014,0.4503589749921014
6485,112729.0,-11.75,24.25,17,16.931932455082784,2.8865830595608473,0.2994877817384282,5.091292289553279,1.8179378443855714,0.48303108089379276,0.48303108089379276
6486,112730.0,-11.75,24.75,30,11.180090685309908,2.4998027076817766,0.25935867849970334,7.7807603549911,2.3602360615654083,0.5132445995480919,0.5132445995480919
6487,112731.0,-11.75,25.25,16,7.041870358561699,2.0846616877982287,0.21628710890057062,3.46059374240913,1.3502751437045486,0.45697579381498554,0.45697579381498554
6488,112732.0,-11.75,25.75,58,6.198920523850696,1.9739310875388383,0.20479862540365207,11.87832027341182,2.9326578177948393,0.5451364163788843,0.5451364163788843
6489,112733.0,-11.75,26.25,45,21.649780281987123,3.120150151307472,0.32372075503278913,14.567433976475511,3.220557630357167,0.5611764218258071,0.5611764218258071
6490,112734.0,-11.75,26.75,96,16.87883967494719,2.883617872502406,0.29918013866138915,28.72129331149336,4.236728835605367,0.6177912265459685,0.6177912265459685
6491,112735.0,-11.75,27.25,51,878.988361220361,6.779908681498836,0.7034267746725118,35.874765508298104,4.590172469810242,0.6374829302930805,0.6374829302930805
6492,112736.0,-11.75,27.75,83,477.22959020574143,6.170090931415448,0.6401571713149081,53.13304521913737,5.240600648850064,0.6737207848501139,0.6737207848501139
6493,112737.0,-11.75,28.25,59,14.795334907520045,2.7597146374176766,0.28632497244580624,16.893173374302567,3.4344908081007373,0.5730954616672849,0.5730954616672849
6494,112738.0,-11.75,28.75,92,57.10048891126172,4.062174078818359,0.4214573004823694,38.77407164437798,4.716181780872784,0.6445033934806644,0.6445033934806644
6495,112739.0,-11.75,29.25,153,16.22605898733742,2.8464232946811827,0.29532113950060623,45.18413434359275,4.9680967538545255,0.6585385451635568,0.6585385451635568
6496,112740.0,-11.75,29.75,48,19.178480940348393,3.004616736589067,0.3117339715671004,14.963230635220821,3.258962950455541,0.5633161298655105,0.5633161298655105
6497,112741.0,-11.75,30.25,43,7.223733592966656,2.1070243143367864,0.21860726850716666,9.400112545808167,2.6120610656790197,0.5272747387194372,0.5272747387194372
6498,112742.0,-11.75,30.75,113,8.399876579481685,2.2406965593473873,0.23247598571092906,26.269786385334985,4.09786035784291,0.6100543297418642,0.6100543297418642
6499,112743.0,-11.75,31.25,40,45.552465167388505,3.8405799597298724,0.39846654296639195,15.938661718655677,3.349981935430561,0.5683871474593711,0.5683871474593711
6500,112744.0,-11.75,31.75,44,5.831491478599247,1.921543021426711,0.1993632766242291,8.77198417146608,2.519208204511926,0.5221015488322083,0.5221015488322083
6501,112745.0,-11.75,32.25,13,1.2048724159151945,0.7906696459618316,0.08203328761758981,1.0664327390286674,0.06459620845676099,0.38534567727955393,0.38534567727955393
6502,112746.0,-11.75,32.75,26,8.831465858138298,2.2855880439102596,0.2371335517165734,6.165472344630909,2.05891185192355,0.49645666932705795,0.49645666932705795
6503,112747.0,-11.75,33.25,2,81.23057640866367,4.409527208670794,0.45749576401968145,0.9149915280393629,-0.08831555729395535,0.37682637490936194,0.37682637490936194
6504,112748.0,-11.75,33.75,66,80.61678139252419,4.40203489514626,0.4567184240605489,30.143415987996228,4.3126439394428315,0.6220207488517291,0.6220207488517291
6505,112749.0,-11.75,34.25,20,154.734413303329,5.0481520775607045,0.5237541537491394,10.475083074982788,2.7591688203322495,0.5354706773166934,0.5354706773166934
6506,112751.0,-11.75,35.25,51,5.747931371429592,1.9092359944229937,0.19808640215324158,10.10240650981532,2.7097150293954257,0.5327154164884985,0.5327154164884985
6507,112752.0,-11.75,35.75,77,1.7526894077461221,1.0125784002339768,0.10505668905590265,8.089365057304505,2.4115249110317087,0.5161020985422178,0.5161020985422178
6508,112753.0,-11.75,36.25,42,2.4483233345529913,1.2378881229272203,0.1284329466106621,5.394183757647808,1.8900347849598316,0.4870478786444591,0.4870478786444591
6509,112754.0,-11.75,36.75,61,5.447566531088929,1.8637027776172044,0.1933622553626568,11.795097577122066,2.9228779679652237,0.5445915433442652,0.5445915433442652
